Series Code,Topic,Indicator Name,iso1_all,iso2_all,iso3_all,iso4_all,iso5_all,iso6_all,iso7_all,iso8_all,iso9_all,iso10_all,iso1_0to25,N_0to25,Pearson_iso1_0to25,range_0to25,iso1_25to50,N_25to50,Pearson_iso1_25to50,range_25to50,iso1_50to75,N_50to75,Pearson_iso1_50to75,range_50to75,iso1_75to100,N_75to100,Pearson_iso1_75to100,range_75to100,iso1,N,Pearson_iso1,range
BM.GSR.CMCP.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Communications, computer, etc. (% of service imports, BoP)",0.273593833306019,0.147112293749596,0.129117128963809,0.202906118723942,0.121097766770579,0.18858787681422,0.04625611004462,0.0592446403422426,0.0552772809162775,0.139750522714915,0.212248490778379,956,0.186313613165625,-2.473 to -0.841,0.0899795429684927,1092,0.0293824583520082,-0.837 to -0.005,0.183958927493996,1074,0.142747279928043,-0.005 to 0.899,0.224019277725056,1076,0.266252445337599,0.903 to 2.148,0.38964627111407,2358,0.377726023398373,-0.113_2.148
BM.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Primary income payments (BoP, current US$)",,,,,,,,,,,0.168336612433564,957,0.0596860051666232,-2.473 to -0.841,0.169165671685877,1108,0.103379652043331,-0.837 to -0.005,0.130073111892631,1087,0.116340416825452,-0.005 to 0.899,0.457510220429179,1123,0.368162300382888,0.903 to 2.148,0.457912129403063,2420,0.374354472081234,-0.113_2.148
BM.GSR.GNFS.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Imports of goods and services (BoP, current US$)",,,,,,,,,,,0.23324337931508,957,0.071942234885913,-2.473 to -0.841,0.171923343453985,1108,0.0223646053741067,-0.837 to -0.005,0.121275999442436,1087,0.0855106727869878,-0.005 to 0.899,0.392121741335271,1123,0.322911321389972,0.903 to 2.148,0.407686865394922,2420,0.323271691625124,-0.113_2.148
BM.GSR.INSF.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Insurance and financial services (% of service imports, BoP)",0.126173180815202,0.29913638540459,0.0947484363233486,0.14992864009699,0.136080016958606,0.0972480754015685,0.0828546668246675,0.0535069539914489,0.0495658423586745,0.11537908731749,0.103852867607895,935,-0.0462645789907012,-2.473 to -0.841,0.12119559992724,1065,0.097504247059716,-0.837 to -0.005,0.131005613352299,1071,-0.0499601214480719,-0.005 to 0.899,0.172137690381359,1062,0.143334575367181,0.903 to 2.148,0.132286661438951,2335,0.030682610991693,-0.113_2.148
BM.GSR.MRCH.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Goods imports (BoP, current US$)",,,,,,,,,,,0.239402626140304,957,0.0698352875099898,-2.473 to -0.841,0.168963773097832,1108,0.022022453857567,-0.837 to -0.005,0.115510080946578,1087,0.0762215710601371,-0.005 to 0.899,0.366658446127691,1123,0.300145530294523,0.903 to 2.148,0.387871958795204,2420,0.302195103939161,-0.113_2.148
BM.GSR.NFSV.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Service imports (BoP, current US$)",,,,,,,,,,,0.19816043779528,957,0.0708220272060254,-2.473 to -0.841,0.172055805439376,1108,0.0231857368433439,-0.837 to -0.005,0.163406344706355,1087,0.123078783031607,-0.005 to 0.899,0.446008617896059,1123,0.392909399620367,0.903 to 2.148,0.447698975618864,2420,0.388684544608257,-0.113_2.148
BM.GSR.ROYL.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,0.160274730500998,722,0.0924364579720947,-2.473 to -0.841,0.154052023725078,927,-0.00665528178368494,-0.837 to -0.005,0.193949752785194,892,0.170874303747472,-0.005 to 0.899,0.366375571064911,1044,0.290543779337709,0.903 to 2.148,0.394572359187533,2118,0.320141196856029,-0.113_2.148
BM.GSR.TOTL.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Imports of goods, services and primary income (BoP, current US$)",,,,,,,,,,,0.227685669987206,957,0.0707927156717172,-2.473 to -0.841,0.173798107804142,1108,0.0296015929560675,-0.837 to -0.005,0.120717825226683,1087,0.0896126386666932,-0.005 to 0.899,0.42017165720081,1123,0.340889468537683,0.903 to 2.148,0.429692671247062,2420,0.341213378550513,-0.113_2.148
BM.GSR.TRAN.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Transport services (% of service imports, BoP)",0.44453707837234,0.118203820265595,0.0936425502644038,0.192538874560978,0.0864401577282275,0.230614626067694,0.0878936348403781,0.054449643762651,0.0495717161651849,0.0974807830110349,0.215530632835314,956,-0.189922770581517,-2.473 to -0.841,0.17130636049754,1092,-0.143498057772119,-0.837 to -0.005,0.284828663859036,1074,-0.293086604466607,-0.005 to 0.899,0.358500995035661,1076,-0.333527199620837,0.903 to 2.148,0.427387560838161,2358,-0.426984664234927,-0.113_2.148
BM.GSR.TRVL.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Travel services (% of service imports, BoP)",0.298508938828137,0.123942317480371,0.137397958344924,0.137840841146103,0.107913387528783,0.0924182542369914,0.0650005816791403,0.0518570295305689,0.0686912240612777,0.0706887574945204,0.126213670313302,947,-0.00132056311240229,-2.473 to -0.841,0.208777159324659,1088,0.0986069659801858,-0.837 to -0.005,0.148085005093297,1065,0.113377176111541,-0.005 to 0.899,0.130712481247648,1090,-0.105195060358384,0.903 to 2.148,0.0904372373644245,2361,-0.0666441934769637,-0.113_2.148
BM.KLT.DINV.CD.WD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net outflows (BoP, current US$)",,,,,,,,,,,0.109361266037821,916,0.0291088137091099,-2.473 to -0.841,0.168189538918216,1036,0.0406612694446536,-0.837 to -0.005,0.235549648019687,1142,0.194212952148292,-0.005 to 0.899,0.349196035082787,1162,0.245492547962507,0.903 to 2.148,0.413920375242325,2512,0.302491891952942,-0.113_2.148
BM.KLT.DINV.WD.GD.ZS,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net outflows (% of GDP)",0.35750557263702,0.0965881520374399,0.183690705509379,0.210226009189917,0.118673911762009,0.088977076917042,0.0694893240967591,0.070274377501516,0.0753271245590666,0.128363889432916,0.106541494059528,914,-0.0637094357210525,-2.473 to -0.841,0.158342992818113,1035,0.0778963226450779,-0.837 to -0.005,0.258947668007762,1134,0.149089516059584,-0.005 to 0.899,0.222185025355243,1157,-0.00360825128322869,0.903 to 2.148,0.314339933929779,2499,0.0913034530364651,-0.113_2.148
BM.TRF.PRVT.CD,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Secondary income, other sectors, payments (BoP, current US$)",,,,,,,,,,,0.162058777712412,942,0.103991797998512,-2.473 to -0.841,0.22021505994051,1081,0.114310446815054,-0.837 to -0.005,0.277291930526146,1049,0.236785479026859,-0.005 to 0.899,0.378204120846099,1118,0.289550832577771,0.903 to 2.148,0.385077515450997,2372,0.300398545046868,-0.113_2.148
BM.TRF.PWKR.CD.DT,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Personal remittances, paid (current US$)",,,,,,,,,,,0.142474277952571,971,0.0720634788955067,-2.473 to -0.841,0.140129499464804,1008,0.0674845198512239,-0.837 to -0.005,0.274219474723174,1007,0.249113622396085,-0.005 to 0.899,0.414972856771369,1148,0.303897108646622,0.903 to 2.148,0.296364080342018,2354,0.243696089037086,-0.113_2.148
BN.CAB.XOKA.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Current account balance (BoP, current US$)",,,,,,,,,,,0.195951900538965,957,-0.0212570318096001,-2.473 to -0.841,0.134924951094416,1108,0.0282821609652203,-0.837 to -0.005,0.220260316636313,1087,0.160993127909161,-0.005 to 0.899,0.230203613500287,1123,-0.0309630810112828,0.903 to 2.148,0.220675113717328,2420,-0.0409493233079781,-0.113_2.148
BN.CAB.XOKA.GD.ZS,Economic Policy & Debt: Balance of payments: Current account: Balances,Current account balance (% of GDP),0.240107900266494,0.150101071836856,0.114274750437069,0.188538095694939,0.345845629813235,0.242594589538084,0.112443090902,0.10440888372586,0.0944813162569444,0.0873821329562573,0.189536388539786,955,0.146584332384265,-2.473 to -0.841,0.118710871948524,1108,-0.0492564083020432,-0.837 to -0.005,0.206870518447522,1082,0.168729588824596,-0.005 to 0.899,0.406333977934135,1118,0.331833861975027,0.903 to 2.148,0.217234869868497,2410,0.112742049363668,-0.113_2.148
BN.FIN.TOTL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net financial account (BoP, current US$)",,,,,,,,,,,0.170788659866925,957,-0.0378871731828052,-2.473 to -0.841,0.137816781950472,1108,-0.000785980129512323,-0.837 to -0.005,0.222112101205151,1087,0.13917168973917,-0.005 to 0.899,0.22257660327142,1120,-0.0430448425058417,0.903 to 2.148,0.224128586992498,2417,-0.0391455603084319,-0.113_2.148
BN.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Net primary income (BoP, current US$)",,,,,,,,,,,0.168053346422877,957,-0.0473819147699452,-2.473 to -0.841,0.142404228416244,1108,-0.108323885589202,-0.837 to -0.005,0.151631111450043,1087,-0.0035382789435453,-0.005 to 0.899,0.265578255552482,1123,0.139212255483508,0.903 to 2.148,0.259275589795542,2420,0.18466593214639,-0.113_2.148
BN.GSR.GNFS.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Net trade in goods and services (BoP, current US$)",,,,,,,,,,,0.189176824127619,957,-0.00166940726239213,-2.473 to -0.841,0.144199891343636,1108,0.112341293978739,-0.837 to -0.005,0.222673128902054,1087,0.190205995305193,-0.005 to 0.899,0.26121159957513,1123,-0.0178350913139352,0.903 to 2.148,0.214760261492001,2420,-0.0400509179489202,-0.113_2.148
BN.GSR.MRCH.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Net trade in goods (BoP, current US$)",,,,,,,,,,,0.185625545573662,957,0.0154651385286656,-2.473 to -0.841,0.147531724104204,1108,0.0930470402061522,-0.837 to -0.005,0.208150465548377,1087,0.183187836869832,-0.005 to 0.899,0.240122308067898,1123,-0.0618097164436759,0.903 to 2.148,0.198058239749642,2420,-0.095182313939176,-0.113_2.148
BN.KAC.EOMS.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net errors and omissions (BoP, current US$)",,,,,,,,,,,0.112135059954024,957,0.0116868423026344,-2.473 to -0.841,0.138332480735788,1108,-0.101790104028017,-0.837 to -0.005,0.116313624169848,1087,-0.0872900688930407,-0.005 to 0.899,0.295876293087032,1120,-0.0282939072156122,0.903 to 2.148,0.222811478224931,2417,0.0199533807046327,-0.113_2.148
BN.KLT.DINV.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net (BoP, current US$)",,,,,,,,,,,0.15425476481368,943,0.0183302099664624,-2.473 to -0.841,0.158369710003348,1105,-0.0888509663469971,-0.837 to -0.005,0.159620214099435,1087,0.0672689293183,-0.005 to 0.899,0.321239044392318,1120,0.107951935021849,0.903 to 2.148,0.334681014774064,2417,0.169487496944157,-0.113_2.148
BN.KLT.PTXL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Portfolio Investment, net (BoP, current US$)",,,,,,,,,,,0.140478009718204,825,-0.054636184358701,-2.473 to -0.841,0.120293204828836,1029,-0.0455960528084975,-0.837 to -0.005,0.181242637087682,1065,0.108050423338971,-0.005 to 0.899,0.28058350933385,1120,-0.0900163236625105,0.903 to 2.148,0.321248589834214,2392,-0.0864787763450309,-0.113_2.148
BN.RES.INCL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Reserves and related items (BoP, current US$)",,,,,,,,,,,0.123160007327224,957,0.00532052904770486,-2.473 to -0.841,0.0911470234637053,1108,-0.0113541770995972,-0.837 to -0.005,0.073847228670824,1087,-0.0116740752087863,-0.005 to 0.899,0.107848419289182,1120,0.0755898295686183,0.903 to 2.148,0.0714652255743301,2417,-0.00169678570822589,-0.113_2.148
BN.TRF.CURR.CD,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Net secondary income (BoP, current US$)",,,,,,,,,,,0.170059718075268,957,0.0150632209624312,-2.473 to -0.841,0.129306354135022,1108,-0.0729746296227595,-0.837 to -0.005,0.324145832633178,1087,-0.242535017344987,-0.005 to 0.899,0.434195640524588,1123,-0.362340104556552,0.903 to 2.148,0.402535584397642,2420,-0.367332263213972,-0.113_2.148
BN.TRF.KOGT.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net capital account (BoP, current US$)",,,,,,,,,,,0.186261787463181,908,-0.0896062645609289,-2.473 to -0.841,0.122425747574103,1033,-0.0335225414859437,-0.837 to -0.005,0.152745333081148,994,-0.0678092013012216,-0.005 to 0.899,0.270841945296786,1094,-0.15781569305499,0.903 to 2.148,0.325270230171737,2285,-0.0395995796792461,-0.113_2.148
BX.GRT.EXTA.CD.WD,Economic Policy & Debt: Balance of payments: Reserves & other items,"Grants, excluding technical cooperation (BoP, current US$)",,,,,,,,,,,0.231272600163603,1200,-0.0809819045580794,-2.473 to -0.841,0.112867937706904,1200,-0.0445910430720054,-0.837 to -0.005,0.195020877464455,1028,-0.150770119520865,-0.005 to 0.899,0.235770072929382,289,-0.0982049114898258,0.903 to 2.148,0.10793857941467,1544,-0.0449717197504895,-0.113_2.148
BX.GRT.TECH.CD.WD,Economic Policy & Debt: Balance of payments: Reserves & other items,"Technical cooperation grants (BoP, current US$)",,,,,,,,,,,0.177221545857573,1200,-0.0141782843022586,-2.473 to -0.841,0.100173385890525,1200,-0.0212577233773463,-0.837 to -0.005,0.216155315141273,1024,-0.0526654583062602,-0.005 to 0.899,0.331686411566088,288,-0.311713462906856,0.903 to 2.148,0.163367209611039,1539,-0.103370932461539,-0.113_2.148
