Series Code,Topic,Indicator Name,iso1_all,iso2_all,iso3_all,iso4_all,iso5_all,iso6_all,iso7_all,iso8_all,iso9_all,iso10_all,iso3_0to25_0to25,N_0to25_0to25,Pearson_iso3_0to25_0to25,range_0to25_0to25,iso3_25to50_25to50,N_25to50_25to50,Pearson_iso3_25to50_25to50,range_25to50_25to50,iso3_50to75_50to75,N_50to75_50to75,Pearson_iso3_50to75_50to75,range_50to75_50to75,iso3_75to100_75to100,N_75to100_75to100,Pearson_iso3_75to100_75to100,range_75to100_75to100,iso3_shapley,N_shapley,Pearson_iso3_shapley,range_shapley
AG.LND.TRAC.ZS,Environment: Agricultural production,"Agricultural machinery, tractors per 100 sq. km of arable land",,,,,,,,,,,0.237460181023255,550,0.143882671733841,-1.356 to -0.395,0.190687133109972,279,-0.0119889986170759,-0.395 to 0.12,0.112020985090572,260,0.00963096958362057,0.121 to 0.386,0.331144460656503,306,0.240257015149787,0.386 to 1.061,0.23135350299394,621,0.161259396902947,-1.257_-0.248
AG.PRD.CREL.MT,Environment: Agricultural production,Cereal production (metric tons),,,,,,,,,,,0.122811290115384,1165,0.119097125293042,-1.356 to -0.395,0.140253004902778,1150,-0.0431936082167946,-0.395 to 0.12,0.0795963080847048,1122,0.0457741112079819,0.121 to 0.386,0.220523025341287,1165,0.158447263016703,0.386 to 1.061,0.0869342245853552,1438,0.0289001709642253,-1.257_-0.248
AG.PRD.CROP.XD,Environment: Agricultural production,Crop production index (2014-2016 = 100),0.255094674680904,0.141271251255101,0.100842387740219,0.103646812663773,0.138000888279721,0.230382703443335,0.0660764393319365,0.360038697293083,0.0736346871299629,0.0679588404908267,0.129811103714082,1179,0.0104305912243259,-1.356 to -0.395,0.100404268169529,1194,0.0861328072170366,-0.395 to 0.12,0.145237308088978,1195,-0.149165133536461,0.121 to 0.386,0.10660336030744,1192,0.0872667095160119,0.386 to 1.061,0.14148294958492,1449,0.0523212300676417,-1.257_-0.248
AG.PRD.FOOD.XD,Environment: Agricultural production,Food production index (2014-2016 = 100),0.309699980468995,0.0976175214763597,0.109047681027249,0.124689825078561,0.201533783596122,0.247977235010578,0.0782621416017466,0.402799574627857,0.0905251597591907,0.0790641002151178,0.121067807714531,1179,0.0920114085746835,-1.356 to -0.395,0.07881434388044,1194,0.0471485745765332,-0.395 to 0.12,0.141520427808915,1195,-0.142982262056913,0.121 to 0.386,0.141652449937177,1192,0.10371418456199,0.386 to 1.061,0.158501890295596,1449,0.14044456617754,-1.257_-0.248
AG.PRD.LVSK.XD,Environment: Agricultural production,Livestock production index (2014-2016 = 100),0.293686504393465,0.0971250994433496,0.126732152351391,0.127957552208611,0.218426480656205,0.199905503769803,0.126117987765505,0.33128800310518,0.11403534232316,0.0864812776167465,0.13286817526551,1179,0.129794130695022,-1.356 to -0.395,0.0753688289912402,1194,-0.0211625611827804,-0.395 to 0.12,0.13860985300483,1195,-0.12180800121181,0.121 to 0.386,0.149792454331307,1192,0.0967724902077729,0.386 to 1.061,0.172510807633917,1449,0.160873033991243,-1.257_-0.248
AG.SRF.TOTL.K2,Environment: Land use,Surface area (sq. km),,,,,,,,,,,0.183280129923709,1174,-0.0121616873667215,-1.356 to -0.395,0.109787289954757,1150,0.0167101338865582,-0.395 to 0.12,0.0791036564882205,1164,0.0148117704046745,0.121 to 0.386,0.265543280460874,1158,0.198608367725423,0.386 to 1.061,0.203763902744254,1432,-0.0782330021448933,-1.257_-0.248
AG.YLD.CREL.KG,Environment: Agricultural production,Cereal yield (kg per hectare),0.648379078886755,0.144587931986806,0.176287016158228,0.229235089858505,0.191502263193347,0.118712297950383,0.144798924069665,0.0949813826603636,0.152487722080897,0.0925708840883526,0.264414595587131,1165,0.127598032463535,-1.356 to -0.395,0.116123858485563,1150,-0.0663050292582807,-0.395 to 0.12,0.0744941280220209,1122,-0.00115326677899396,0.121 to 0.386,0.339594707089113,1161,0.326898642263319,0.386 to 1.061,0.195255083104477,1438,0.0744034224345259,-1.257_-0.248
BG.GSR.NFSV.GD.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",Trade in services (% of GDP),0.252490479442604,0.186311723474101,0.105875873311016,0.129713329190997,0.237656498138462,0.0938364981737567,0.177434758706514,0.1192543458953,0.263649563547899,0.176751259562108,0.153582412705782,1002,0.0905515442356684,-1.356 to -0.395,0.196685558143799,1058,0.17852184837876,-0.395 to 0.12,0.118242714977118,1122,0.0236679513908334,0.121 to 0.386,0.138390390096918,1081,-0.07380571934937,0.386 to 1.061,0.127994438277205,1262,0.068500004193341,-1.257_-0.248
BM.GSR.CMCP.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Communications, computer, etc. (% of service imports, BoP)",0.273593833306019,0.147112293749596,0.129117128963809,0.202906118723942,0.121097766770579,0.18858787681422,0.04625611004462,0.0592446403422426,0.0552772809162775,0.139750522714915,0.202731894975668,996,0.158131126001607,-1.356 to -0.395,0.0757010516913085,1037,-0.0437388033746341,-0.395 to 0.12,0.0619243042838859,1114,0.0349884708274719,0.121 to 0.386,0.178392412459871,1051,0.134050581070561,0.386 to 1.061,0.163440862464193,1251,0.132961885148762,-1.257_-0.248
BM.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Primary income payments (BoP, current US$)",,,,,,,,,,,0.175319472188166,1008,0.147334478954972,-1.356 to -0.395,0.136848670819238,1060,0.135259084922044,-0.395 to 0.12,0.129518720480962,1124,0.126135070308329,0.121 to 0.386,0.31130775252766,1083,0.223941084816505,0.386 to 1.061,0.129906669302989,1269,0.0708856981677069,-1.257_-0.248
BM.GSR.GNFS.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Imports of goods and services (BoP, current US$)",,,,,,,,,,,0.15638678809046,1008,0.109777906358018,-1.356 to -0.395,0.118886349712266,1060,0.0836608082686467,-0.395 to 0.12,0.148472103604206,1124,0.133543334328723,0.121 to 0.386,0.330569002134631,1083,0.216254964308377,0.386 to 1.061,0.135911059379208,1269,0.0216442497698874,-1.257_-0.248
BM.GSR.INSF.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Insurance and financial services (% of service imports, BoP)",0.126173180815202,0.29913638540459,0.0947484363233486,0.14992864009699,0.136080016958606,0.0972480754015685,0.0828546668246675,0.0535069539914489,0.0495658423586745,0.11537908731749,0.165057718689322,979,-0.138239776102411,-1.356 to -0.395,0.0783875718976658,1017,0.0486313238215796,-0.395 to 0.12,0.0713868494850993,1113,0.0038965556989827,0.121 to 0.386,0.154918970024891,1024,-0.125662365518461,0.386 to 1.061,0.127064392157324,1235,-0.107152113303473,-1.257_-0.248
BM.GSR.MRCH.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Goods imports (BoP, current US$)",,,,,,,,,,,0.157487310158367,1008,0.112072760147371,-1.356 to -0.395,0.119329430311124,1060,0.0786095830781228,-0.395 to 0.12,0.138863670755355,1124,0.123105781481345,0.121 to 0.386,0.327144317881793,1083,0.211186358421965,0.386 to 1.061,0.137859079182433,1269,0.0276587659735703,-1.257_-0.248
BM.GSR.NFSV.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Service imports (BoP, current US$)",,,,,,,,,,,0.134853875587813,1008,0.0906802284244946,-1.356 to -0.395,0.119064838706701,1060,0.103312884813089,-0.395 to 0.12,0.167671135236324,1124,0.157119285427324,0.121 to 0.386,0.332154036101476,1083,0.22626297413002,0.386 to 1.061,0.120212773695138,1269,-0.0024226597213659,-1.257_-0.248
BM.GSR.ROYL.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,0.196314550752784,774,0.185540958366387,-1.356 to -0.395,0.0750813209906267,851,0.0508914961435356,-0.395 to 0.12,0.185406523836366,1040,0.180614056498266,0.121 to 0.386,0.302514001393384,920,0.168894675769374,0.386 to 1.061,0.15025071457943,984,0.113852382506081,-1.257_-0.248
BM.GSR.TOTL.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Imports of goods, services and primary income (BoP, current US$)",,,,,,,,,,,0.157941505985202,1008,0.118156335249261,-1.356 to -0.395,0.119036000837509,1060,0.0924462632445124,-0.395 to 0.12,0.151165514628298,1124,0.135709264285762,0.121 to 0.386,0.328939673210122,1083,0.22315903964262,0.386 to 1.061,0.133197877528703,1269,0.0291404711206831,-1.257_-0.248
BM.GSR.TRAN.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Transport services (% of service imports, BoP)",0.44453707837234,0.118203820265595,0.0936425502644038,0.192538874560978,0.0864401577282275,0.230614626067694,0.0878936348403781,0.054449643762651,0.0495717161651849,0.0974807830110349,0.173916731187228,996,-0.140156931053805,-1.356 to -0.395,0.0963213392598528,1037,0.0723633936298596,-0.395 to 0.12,0.0563923745509983,1114,0.00555521736499265,0.121 to 0.386,0.292739095915426,1051,-0.240283612013905,0.386 to 1.061,0.172713306724846,1251,-0.128094842896017,-1.257_-0.248
BM.GSR.TRVL.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Travel services (% of service imports, BoP)",0.298508938828137,0.123942317480371,0.137397958344924,0.137840841146103,0.107913387528783,0.0924182542369914,0.0650005816791403,0.0518570295305689,0.0686912240612777,0.0706887574945204,0.0941528041258382,983,-0.00806682500513363,-1.356 to -0.395,0.0777934449051153,1046,-0.0379683058152292,-0.395 to 0.12,0.0750885512502563,1112,-0.0628451860444335,0.121 to 0.386,0.257994924029241,1049,0.216735171025884,0.386 to 1.061,0.0964062424590545,1238,0.00445972601052636,-1.257_-0.248
BM.KLT.DINV.CD.WD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net outflows (BoP, current US$)",,,,,,,,,,,0.173053301347954,1060,0.137948261815234,-1.356 to -0.395,0.116684547370442,1037,0.0922866402464271,-0.395 to 0.12,0.135233191071659,1089,0.106471864968801,0.121 to 0.386,0.289952084740913,1070,0.184868992422648,0.386 to 1.061,0.127069005090271,1315,0.0699656620734647,-1.257_-0.248
BM.KLT.DINV.WD.GD.ZS,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net outflows (% of GDP)",0.35750557263702,0.0965881520374399,0.183690705509379,0.210226009189917,0.118673911762009,0.088977076917042,0.0694893240967591,0.070274377501516,0.0753271245590666,0.128363889432916,0.251249016868483,1054,0.17413864853658,-1.356 to -0.395,0.0841384603106994,1031,0.0762988079878396,-0.395 to 0.12,0.106037751805378,1087,-0.0338881860489434,0.121 to 0.386,0.212270883947621,1068,0.0412383770720355,0.386 to 1.061,0.20785868958163,1308,0.121206601876862,-1.257_-0.248
BM.TRF.PRVT.CD,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Secondary income, other sectors, payments (BoP, current US$)",,,,,,,,,,,0.109616385567546,988,0.0674991270025647,-1.356 to -0.395,0.0922889526056175,1048,0.0647102293457461,-0.395 to 0.12,0.151490108954251,1107,0.121145387315746,0.121 to 0.386,0.302649464981217,1047,0.191772442693364,0.386 to 1.061,0.0850997641965269,1249,0.00196344103137916,-1.257_-0.248
BM.TRF.PWKR.CD.DT,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Personal remittances, paid (current US$)",,,,,,,,,,,0.116494311232285,963,0.0786978416437978,-1.356 to -0.395,0.0727421263293011,1056,-0.0448048588041823,-0.395 to 0.12,0.14387243231979,1047,0.126645886644607,0.121 to 0.386,0.292616852532264,1068,0.214200510423553,0.386 to 1.061,0.0920575898122491,1220,-0.00127919098667189,-1.257_-0.248
BN.CAB.XOKA.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Current account balance (BoP, current US$)",,,,,,,,,,,0.101330361296321,1008,-0.0263119740438517,-1.356 to -0.395,0.120312104622441,1060,-0.0840046544002161,-0.395 to 0.12,0.118132456572682,1124,0.0869929594131797,0.121 to 0.386,0.264206481184628,1083,-0.102701768134924,0.386 to 1.061,0.11136221593065,1269,-0.0515039050718148,-1.257_-0.248
BN.CAB.XOKA.GD.ZS,Economic Policy & Debt: Balance of payments: Current account: Balances,Current account balance (% of GDP),0.240107900266494,0.150101071836856,0.114274750437069,0.188538095694939,0.345845629813235,0.242594589538084,0.112443090902,0.10440888372586,0.0944813162569444,0.0873821329562573,0.159273552031795,1002,-0.127293648302059,-1.356 to -0.395,0.123382759382823,1058,-0.0466418903817934,-0.395 to 0.12,0.071111160909935,1122,0.0314645605992621,0.121 to 0.386,0.195465658190021,1081,0.0916749005154027,0.386 to 1.061,0.134787490815849,1262,-0.100761930259014,-1.257_-0.248
BN.FIN.TOTL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net financial account (BoP, current US$)",,,,,,,,,,,0.0904540936571841,1008,-0.00876415560559515,-1.356 to -0.395,0.12479231619929,1060,-0.111071251394196,-0.395 to 0.12,0.113676605067285,1124,0.0604584415207547,0.121 to 0.386,0.261588440802833,1080,-0.103028929703851,0.386 to 1.061,0.0969415441405349,1269,-0.0208586627578377,-1.257_-0.248
BN.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Net primary income (BoP, current US$)",,,,,,,,,,,0.167981576991293,1008,-0.138671810581624,-1.356 to -0.395,0.0899170124282347,1060,-0.0747962701536389,-0.395 to 0.12,0.107444641929606,1124,0.0396027485661901,0.121 to 0.386,0.224441310403239,1083,0.0967358660899289,0.386 to 1.061,0.120698201005237,1269,-0.0521228615511478,-1.257_-0.248
BN.GSR.GNFS.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Net trade in goods and services (BoP, current US$)",,,,,,,,,,,0.098743733308696,1008,-0.00226787724804651,-1.356 to -0.395,0.116583364979122,1060,-0.0215476695311571,-0.395 to 0.12,0.113172582161544,1124,0.0860967910373225,0.121 to 0.386,0.227508974873761,1083,-0.0987500488596568,0.386 to 1.061,0.112190281659498,1269,-0.0255161903816853,-1.257_-0.248
BN.GSR.MRCH.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Net trade in goods (BoP, current US$)",,,,,,,,,,,0.110247047393403,1008,-0.0337397112408603,-1.356 to -0.395,0.129254137125653,1060,-0.0178513957012205,-0.395 to 0.12,0.0956229798288139,1124,0.058520971486708,0.121 to 0.386,0.247496667069894,1083,-0.126515612800757,0.386 to 1.061,0.11763288974009,1269,-0.0471107009242649,-1.257_-0.248
BN.KAC.EOMS.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net errors and omissions (BoP, current US$)",,,,,,,,,,,0.138946278697608,1008,0.0796690700463264,-1.356 to -0.395,0.107404467463229,1060,-0.0847165800140829,-0.395 to 0.12,0.108249747121106,1124,-0.0648940332642495,0.121 to 0.386,0.233508253489796,1080,0.0166111126460641,0.386 to 1.061,0.154223500606747,1269,0.107001797052718,-1.257_-0.248
BN.KLT.DINV.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net (BoP, current US$)",,,,,,,,,,,0.102086330077311,1006,-0.0484627585964363,-1.356 to -0.395,0.128631354947325,1054,0.0957366702278328,-0.395 to 0.12,0.0989171316906723,1123,0.00720030215104676,0.121 to 0.386,0.239038407491585,1072,0.0146232014998784,0.386 to 1.061,0.0833474529917482,1267,-0.000661947074841035,-1.257_-0.248
BN.KLT.PTXL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Portfolio Investment, net (BoP, current US$)",,,,,,,,,,,0.0939937670304199,964,0.0405501476202023,-1.356 to -0.395,0.0988388901668156,984,-0.0480254981038324,-0.395 to 0.12,0.120073839177205,1065,-0.0408681012518361,0.121 to 0.386,0.247853558317189,1026,-0.091880790363541,0.386 to 1.061,0.0727061486217942,1209,0.0287729031875467,-1.257_-0.248
BN.RES.INCL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Reserves and related items (BoP, current US$)",,,,,,,,,,,0.0966099474894129,1008,0.0106924630907034,-1.356 to -0.395,0.0930725228031685,1060,-0.0409442643693502,-0.395 to 0.12,0.0751365669990008,1124,0.044500239418244,0.121 to 0.386,0.176737771951044,1080,0.0501773340546146,0.386 to 1.061,0.132101632678258,1269,-0.0237132153203094,-1.257_-0.248
BN.TRF.CURR.CD,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Net secondary income (BoP, current US$)",,,,,,,,,,,0.119179770555978,1008,0.0599739455471688,-1.356 to -0.395,0.17839693846695,1060,-0.0904380153546347,-0.395 to 0.12,0.125606781725321,1124,-0.0738027839422853,0.121 to 0.386,0.320618225685802,1083,-0.226512724779072,0.386 to 1.061,0.11460851399373,1269,0.00984463261630121,-1.257_-0.248
BN.TRF.KOGT.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net capital account (BoP, current US$)",,,,,,,,,,,0.170929881157977,940,-0.011721451471356,-1.356 to -0.395,0.0663000054509246,1042,-0.00766878467698035,-0.395 to 0.12,0.0732552330673411,1035,-0.0632583794926767,0.121 to 0.386,0.217515223472768,1012,-0.0382554120526739,0.386 to 1.061,0.210802745660837,1203,0.0570562288393444,-1.257_-0.248
BX.GRT.EXTA.CD.WD,Economic Policy & Debt: Balance of payments: Reserves & other items,"Grants, excluding technical cooperation (BoP, current US$)",,,,,,,,,,,0.0801926392564151,1051,-0.015659929902422,-1.356 to -0.395,0.140793729326422,957,-0.119524264932638,-0.395 to 0.12,0.127144401115532,993,0.06993992429664,0.121 to 0.386,0.132706659320999,716,-0.00490791151505736,0.386 to 1.061,0.0737307103384319,1268,-0.000110876209782627,-1.257_-0.248
