Series Code,Topic,Indicator Name,iso1_all_all,iso2_all_all,iso3_all_all,iso4_all_all,iso5_all_all,iso6_all_all,iso7_all_all,iso8_all_all,iso9_all_all,iso10_all_all,iso4_0to25,N_0to25,Pearson_iso4_0to25,range_0to25,iso4_25to50,N_25to50,Pearson_iso4_25to50,range_25to50,iso4_50to75,N_50to75,Pearson_iso4_50to75,range_50to75,iso4_75to100,N_75to100,Pearson_iso4_75to100,range_75to100
AG.LND.EL5M.RU.K2,Environment: Land use,Rural land area where elevation is below 5 meters (sq. km),,,,,,,,,,,0.162366465276942,85,0.0927825197246158,-2.712 to -0.657,0.248020571023717,89,-0.233946294153223,-0.656 to 0.111,0.157966794798758,87,0.0829016129427174,0.114 to 0.764,0.176195102666801,90,-0.132842132805104,0.764 to 2.52
AG.LND.EL5M.RU.ZS,Environment: Land use,Rural land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.245276851856446,85,0.200621746789334,-2.712 to -0.657,0.151821840157917,89,-0.0321512715976139,-0.656 to 0.111,0.0981680867037912,87,0.000425958033285813,0.114 to 0.764,0.157643689226603,90,0.00266749885187433,0.764 to 2.52
AG.LND.EL5M.UR.K2,Environment: Land use,Urban land area where elevation is below 5 meters (sq. km),,,,,,,,,,,0.169481606422456,85,0.149483330363916,-2.712 to -0.657,0.165876300502971,89,-0.137459423849254,-0.656 to 0.111,0.164730382530804,87,-0.144617666054441,0.114 to 0.764,0.196339799343566,90,-0.12407954766926,0.764 to 2.52
AG.LND.EL5M.UR.ZS,Environment: Land use,Urban land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.283562067575116,85,0.219653237122499,-2.712 to -0.657,0.137949724396069,89,0.00230741098588746,-0.656 to 0.111,0.133403057799704,87,0.0518369764692961,0.114 to 0.764,0.150480888993604,90,-0.0106368545250945,0.764 to 2.52
AG.LND.EL5M.ZS,Environment: Land use,Land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.259001423264152,85,0.212489540384725,-2.712 to -0.657,0.151852584040273,89,-0.030801098123529,-0.656 to 0.111,0.0934148327046338,87,0.0197089498215545,0.114 to 0.764,0.155632636838957,90,-0.000138239478377772,0.764 to 2.52
AG.LND.FRST.K2,Environment: Land use,Forest area (sq. km),,,,,,,,,,,0.170245660616591,1162,-0.111756001575277,-2.712 to -0.657,0.151670173053742,1159,-0.146056561474341,-0.656 to 0.111,0.0836953014718433,1152,0.0702554988657008,0.114 to 0.764,0.121755428494625,1154,-0.101158679009681,0.764 to 2.52
AG.LND.FRST.ZS,Environment: Land use,Forest area (% of land area),0.14437971884929,0.179344839473408,0.40076509892694,0.242002894149643,0.142770622297763,0.170842259007334,0.0844053438751156,0.0699052887021912,0.164298185281209,0.253022518581855,0.259954840933691,1162,-0.188823647281017,-2.712 to -0.657,0.101789416561266,1159,-0.0502982735269475,-0.656 to 0.111,0.14985558687073,1152,-0.13761769283918,0.114 to 0.764,0.16337950844921,1154,0.0348615929396438,0.764 to 2.52
AG.LND.IRIG.AG.ZS,Environment: Land use,Agricultural irrigated land (% of total agricultural land),,,,,,,,,,,0.262761193307843,242,-0.132918824460645,-2.712 to -0.657,0.274619974553849,277,0.217239126784371,-0.656 to 0.111,0.176362889776504,252,-0.126597105267839,0.114 to 0.764,0.362087882883106,206,-0.27275343603248,0.764 to 2.52
AG.LND.PRCP.MM,Environment: Land use,Average precipitation in depth (mm per year),0.248630606084743,0.292627867862154,0.546322557983565,0.306359133334262,0.170964788964809,0.138157441337065,0.113811832493701,0.081600592176613,0.18962012926834,0.243862406974428,0.259227100124176,1158,-0.250590209493738,-2.712 to -0.657,0.0930981408225293,1112,-0.0564711295744828,-0.656 to 0.111,0.153049993144572,1158,-0.146269240276587,0.114 to 0.764,0.141973230529695,1142,0.0292876091575798,0.764 to 2.52
AG.LND.TOTL.K2,Environment: Land use,Land area (sq. km),,,,,,,,,,,0.106398645791037,1162,-0.0215222870970437,-2.712 to -0.657,0.142959332117731,1168,-0.120301788782923,-0.656 to 0.111,0.069678751570232,1161,0.0555911691519485,0.114 to 0.764,0.126554891026072,1155,-0.100295729219479,0.764 to 2.52
AG.LND.TOTL.RU.K2,Environment: Land use,Rural land area (sq. km),,,,,,,,,,,0.173525839710555,85,-0.0652231820448213,-2.712 to -0.657,0.255189699381216,89,-0.225828900828151,-0.656 to 0.111,0.133118477064318,87,0.0330390061826999,0.114 to 0.764,0.14025707731728,90,-0.0723945858175875,0.764 to 2.52
AG.LND.TOTL.UR.K2,Environment: Land use,Urban land area (sq. km),,,,,,,,,,,0.186130694143801,85,0.102952743214621,-2.712 to -0.657,0.169045737879883,89,-0.11645410634641,-0.656 to 0.111,0.15161430656665,87,-0.123173837471789,0.114 to 0.764,0.224554526339842,90,-0.164476861500907,0.764 to 2.52
AG.LND.TRAC.ZS,Environment: Agricultural production,"Agricultural machinery, tractors per 100 sq. km of arable land",,,,,,,,,,,0.368393599476993,376,0.246857912824261,-2.712 to -0.657,0.199417978094639,373,-0.0359141881333334,-0.656 to 0.111,0.151397500104857,354,0.134483673935746,0.114 to 0.764,0.225388928886066,292,-0.123312647026069,0.764 to 2.52
AG.PRD.CREL.MT,Environment: Agricultural production,Cereal production (metric tons),,,,,,,,,,,0.210010206464464,1183,0.161324499238245,-2.712 to -0.657,0.0946245493666225,1140,0.05289139353421,-0.656 to 0.111,0.0630885909395942,1127,-0.0157489327658079,0.114 to 0.764,0.150706575956001,1152,-0.111599890134901,0.764 to 2.52
AG.PRD.CROP.XD,Environment: Agricultural production,Crop production index (2014-2016 = 100),0.255094674680904,0.141271251255101,0.100842387740219,0.103646812663773,0.138000888279721,0.230382703443335,0.0660764393319365,0.360038697293083,0.0736346871299629,0.0679588404908267,0.126814424411284,1200,0.136079250384835,-2.712 to -0.657,0.0489628573227492,1191,-0.0273753456127368,-0.656 to 0.111,0.112706793488196,1194,0.0904873239636664,0.114 to 0.764,0.0544087353197378,1175,-0.0105290370261665,0.764 to 2.52
AG.PRD.FOOD.XD,Environment: Agricultural production,Food production index (2014-2016 = 100),0.309699980468995,0.0976175214763597,0.109047681027249,0.124689825078561,0.201533783596122,0.247977235010578,0.0782621416017466,0.402799574627857,0.0905251597591907,0.0790641002151178,0.184407801047196,1200,0.188285242059358,-2.712 to -0.657,0.0410775229471389,1191,-0.00170039464596666,-0.656 to 0.111,0.0934199628405512,1194,0.0715276217686996,0.114 to 0.764,0.0589534308188797,1175,0.00832972392487902,0.764 to 2.52
AG.PRD.LVSK.XD,Environment: Agricultural production,Livestock production index (2014-2016 = 100),0.293686504393465,0.0971250994433496,0.126732152351391,0.127957552208611,0.218426480656205,0.199905503769803,0.126117987765505,0.33128800310518,0.11403534232316,0.0864812776167465,0.211686110905131,1200,0.200793262432233,-2.712 to -0.657,0.0569723150915866,1191,0.0433788203250354,-0.656 to 0.111,0.0758292079999894,1194,0.0249603591463517,0.114 to 0.764,0.0971941932638898,1175,0.0663607768504417,0.764 to 2.52
AG.SRF.TOTL.K2,Environment: Land use,Surface area (sq. km),,,,,,,,,,,0.105760930595112,1162,-0.0209633442341101,-2.712 to -0.657,0.142117469212322,1168,-0.119630784623224,-0.656 to 0.111,0.0675916537116672,1161,0.0567587940309494,0.114 to 0.764,0.127634232464206,1155,-0.0966697877538418,0.764 to 2.52
AG.YLD.CREL.KG,Environment: Agricultural production,Cereal yield (kg per hectare),0.648379078886755,0.144587931986806,0.176287016158228,0.229235089858505,0.191502263193347,0.118712297950383,0.144798924069665,0.0949813826603636,0.152487722080897,0.0925708840883526,0.190447360608667,1183,0.132640713789877,-2.712 to -0.657,0.0751634531302326,1140,0.00410364168518777,-0.656 to 0.111,0.156633205681487,1126,0.100617120475249,0.114 to 0.764,0.125299011396412,1149,-0.0799460235486601,0.764 to 2.52
BG.GSR.NFSV.GD.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",Trade in services (% of GDP),0.252490479442604,0.186311723474101,0.105875873311016,0.129713329190997,0.237656498138462,0.0938364981737567,0.177434758706514,0.1192543458953,0.263649563547899,0.176751259562108,0.273736511979057,1152,0.280342576770622,-2.712 to -0.657,0.0825101252961543,1077,-0.0289237015930603,-0.656 to 0.111,0.109693632569427,1024,-0.00472456765742132,0.114 to 0.764,0.150128807451496,1010,-0.0479717903943278,0.764 to 2.52
BM.GSR.CMCP.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Communications, computer, etc. (% of service imports, BoP)",0.273593833306019,0.147112293749596,0.129117128963809,0.202906118723942,0.121097766770579,0.18858787681422,0.04625611004462,0.0592446403422426,0.0552772809162775,0.139750522714915,0.272449250580327,1130,0.265990514746936,-2.712 to -0.657,0.0660483609574907,1060,0.061565574280375,-0.656 to 0.111,0.0879070824117834,1003,-0.0337594104877331,0.114 to 0.764,0.127423274767905,1005,-0.0700560283120051,0.764 to 2.52
BM.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Primary income payments (BoP, current US$)",,,,,,,,,,,0.137879062367046,1155,0.0807034255614578,-2.712 to -0.657,0.0878375375521577,1081,0.0365403193002429,-0.656 to 0.111,0.194095970053731,1026,0.148985418537486,0.114 to 0.764,0.09251665261794,1013,-0.0724974162216898,0.764 to 2.52
BM.GSR.GNFS.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Imports of goods and services (BoP, current US$)",,,,,,,,,,,0.194462798188221,1155,0.145272169960896,-2.712 to -0.657,0.0913070190011051,1081,0.103236953551571,-0.656 to 0.111,0.160692585466633,1026,0.0914138369162189,0.114 to 0.764,0.108750600101709,1013,-0.0498460304975959,0.764 to 2.52
BM.GSR.INSF.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Insurance and financial services (% of service imports, BoP)",0.126173180815202,0.29913638540459,0.0947484363233486,0.14992864009699,0.136080016958606,0.0972480754015685,0.0828546668246675,0.0535069539914489,0.0495658423586745,0.11537908731749,0.301384932098754,1112,-0.28030336773022,-2.712 to -0.657,0.173554013971857,1051,0.139852370498364,-0.656 to 0.111,0.102094738132992,987,0.0933727156333059,0.114 to 0.764,0.146214902413904,983,-0.14741909822637,0.764 to 2.52
BM.GSR.MRCH.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Goods imports (BoP, current US$)",,,,,,,,,,,0.196309896219206,1155,0.143887779644301,-2.712 to -0.657,0.0988782486234109,1081,0.109524273019536,-0.656 to 0.111,0.150838617656663,1026,0.0818621137256789,0.114 to 0.764,0.110660997735286,1013,-0.0546727056073532,0.764 to 2.52
BM.GSR.NFSV.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Service imports (BoP, current US$)",,,,,,,,,,,0.175714572193886,1155,0.1261125383129,-2.712 to -0.657,0.0649625442263998,1081,0.0758183084071756,-0.656 to 0.111,0.194136954679536,1026,0.132409088500018,0.114 to 0.764,0.0982612822905338,1013,-0.0298368912302722,0.764 to 2.52
BM.GSR.ROYL.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,0.154759437280789,1011,0.0998738487584519,-2.712 to -0.657,0.0685036205957571,931,0.0729226601055601,-0.656 to 0.111,0.186365075653637,869,0.126788792149665,0.114 to 0.764,0.121930074151319,774,0.0141991718813291,0.764 to 2.52
BM.GSR.TOTL.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Imports of goods, services and primary income (BoP, current US$)",,,,,,,,,,,0.188098100873303,1155,0.139405267983987,-2.712 to -0.657,0.0855246293546165,1081,0.0967151756642763,-0.656 to 0.111,0.17047728767429,1026,0.104078002403058,0.114 to 0.764,0.106144046220665,1013,-0.0566046720970769,0.764 to 2.52
BM.GSR.TRAN.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Transport services (% of service imports, BoP)",0.44453707837234,0.118203820265595,0.0936425502644038,0.192538874560978,0.0864401577282275,0.230614626067694,0.0878936348403781,0.054449643762651,0.0495717161651849,0.0974807830110349,0.225944388125461,1130,-0.188727129928673,-2.712 to -0.657,0.0608226839472036,1060,0.011797018661523,-0.656 to 0.111,0.114796235914147,1003,-0.0402323022322678,0.114 to 0.764,0.171902644841864,1005,0.161689129027577,0.764 to 2.52
BM.GSR.TRVL.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Travel services (% of service imports, BoP)",0.298508938828137,0.123942317480371,0.137397958344924,0.137840841146103,0.107913387528783,0.0924182542369914,0.0650005816791403,0.0518570295305689,0.0686912240612777,0.0706887574945204,0.157080137169626,1129,-0.00970104967296683,-2.712 to -0.657,0.135208427283163,1059,-0.135938522547523,-0.656 to 0.111,0.0669369502505496,1005,0.0195103205681892,0.114 to 0.764,0.151887106834951,997,-0.0388557136677306,0.764 to 2.52
BM.KLT.DINV.CD.WD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net outflows (BoP, current US$)",,,,,,,,,,,0.113721515420846,1093,0.0549763381362621,-2.712 to -0.657,0.0613535912320376,1046,0.047152359588065,-0.656 to 0.111,0.153109446062505,1100,0.122377393071263,0.114 to 0.764,0.0779386392542586,1017,-0.00527489293874297,0.764 to 2.52
BM.KLT.DINV.WD.GD.ZS,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net outflows (% of GDP)",0.35750557263702,0.0965881520374399,0.183690705509379,0.210226009189917,0.118673911762009,0.088977076917042,0.0694893240967591,0.070274377501516,0.0753271245590666,0.128363889432916,0.0742664399216724,1086,0.0145848329309328,-2.712 to -0.657,0.0672426004379138,1043,0.0106825881722635,-0.656 to 0.111,0.123224550576287,1098,0.0613825400772415,0.114 to 0.764,0.0913959018948976,1013,-0.059916849015379,0.764 to 2.52
BM.TRF.PRVT.CD,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Secondary income, other sectors, payments (BoP, current US$)",,,,,,,,,,,0.218981343528099,1125,0.216677884756412,-2.712 to -0.657,0.0664926324346001,1057,0.0137974717056448,-0.656 to 0.111,0.191380488064368,1000,0.13104716313559,0.114 to 0.764,0.102500639570396,1008,-0.0300569163424671,0.764 to 2.52
BM.TRF.PWKR.CD.DT,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Personal remittances, paid (current US$)",,,,,,,,,,,0.214669197955423,1037,0.214777611600578,-2.712 to -0.657,0.0776947810586391,1063,-0.0425891927888569,-0.656 to 0.111,0.165048595310385,1011,0.124861474153608,0.114 to 0.764,0.0746016451660727,1023,-0.0369490963944236,0.764 to 2.52
BN.CAB.XOKA.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Current account balance (BoP, current US$)",,,,,,,,,,,0.097845499066734,1155,-0.00700587805323328,-2.712 to -0.657,0.139189831745518,1081,-0.0898418040247362,-0.656 to 0.111,0.130191224590736,1026,-0.0915484538972371,0.114 to 0.764,0.176299324746013,1013,0.142229680500945,0.764 to 2.52
BN.CAB.XOKA.GD.ZS,Economic Policy & Debt: Balance of payments: Current account: Balances,Current account balance (% of GDP),0.240107900266494,0.150101071836856,0.114274750437069,0.188538095694939,0.345845629813235,0.242594589538084,0.112443090902,0.10440888372586,0.0944813162569444,0.0873821329562573,0.119402867818233,1152,-0.041692030400544,-2.712 to -0.657,0.0858999992930942,1077,0.0484266204886406,-0.656 to 0.111,0.127559060697367,1024,0.0402673473620977,0.114 to 0.764,0.12955747944623,1010,0.0345059681478239,0.764 to 2.52
BN.FIN.TOTL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net financial account (BoP, current US$)",,,,,,,,,,,0.0986224647291165,1155,-0.0334539994738467,-2.712 to -0.657,0.151510148086227,1081,-0.113564994459092,-0.656 to 0.111,0.12848271119313,1023,-0.0867692447332285,0.114 to 0.764,0.16645615031492,1013,0.139529022131119,0.764 to 2.52
BN.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Net primary income (BoP, current US$)",,,,,,,,,,,0.144044492801229,1155,-0.0651960779416879,-2.712 to -0.657,0.0748720952260037,1081,0.0389124230806876,-0.656 to 0.111,0.157622320338176,1026,0.0892209426343357,0.114 to 0.764,0.126298658165773,1013,0.0316430956630618,0.764 to 2.52
BN.GSR.GNFS.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Net trade in goods and services (BoP, current US$)",,,,,,,,,,,0.120095299383148,1155,0.0536410993620422,-2.712 to -0.657,0.144687727181496,1081,-0.122574271516832,-0.656 to 0.111,0.134727865730858,1026,-0.0839419965695,0.114 to 0.764,0.156570096604108,1013,0.12809928540176,0.764 to 2.52
BN.GSR.MRCH.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Net trade in goods (BoP, current US$)",,,,,,,,,,,0.115594817865465,1155,0.0364439781795814,-2.712 to -0.657,0.16530021630231,1081,-0.102647510100884,-0.656 to 0.111,0.129472554634228,1026,-0.107428682670666,0.114 to 0.764,0.143896649631516,1013,0.124118645712393,0.764 to 2.52
BN.KAC.EOMS.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net errors and omissions (BoP, current US$)",,,,,,,,,,,0.162299649023115,1155,-0.135095559249133,-2.712 to -0.657,0.0751815517869282,1081,-0.0644699217963815,-0.656 to 0.111,0.157347744758237,1023,0.0387507358999928,0.114 to 0.764,0.0564050381135133,1013,-0.0147716864394348,0.764 to 2.52
BN.KLT.DINV.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net (BoP, current US$)",,,,,,,,,,,0.113680497623483,1154,-0.0700756853282833,-2.712 to -0.657,0.0901970831777294,1071,-0.0527891479212226,-0.656 to 0.111,0.134340874069366,1023,0.0952645917028607,0.114 to 0.764,0.117866750613467,1007,0.0663389682518387,0.764 to 2.52
BN.KLT.PTXL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Portfolio Investment, net (BoP, current US$)",,,,,,,,,,,0.0828795351176161,1099,-0.0110908712552032,-2.712 to -0.657,0.0913546884912167,1026,-0.02544918093999,-0.656 to 0.111,0.143775030947955,987,-0.0721701091990316,0.114 to 0.764,0.117036114815566,927,0.0943285011706513,0.764 to 2.52
BN.RES.INCL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Reserves and related items (BoP, current US$)",,,,,,,,,,,0.0980853019229571,1155,0.045496552395902,-2.712 to -0.657,0.0558184321700866,1081,-0.0133457122305277,-0.656 to 0.111,0.0899752436847071,1023,-0.0371437278045633,0.114 to 0.764,0.0934282691339615,1013,-0.0448697812044397,0.764 to 2.52
BN.TRF.CURR.CD,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Net secondary income (BoP, current US$)",,,,,,,,,,,0.146984960363709,1155,0.00339612867901227,-2.712 to -0.657,0.146642098563285,1081,0.128427730498663,-0.656 to 0.111,0.197231854996667,1026,-0.160894890508408,0.114 to 0.764,0.104497267977814,1013,0.0509617486661012,0.764 to 2.52
BN.TRF.KOGT.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net capital account (BoP, current US$)",,,,,,,,,,,0.0941532072077743,1057,0.0549496721106769,-2.712 to -0.657,0.151499851720533,1032,0.137152048782875,-0.656 to 0.111,0.110564286219758,963,-0.0224078474380074,0.114 to 0.764,0.084331085457351,977,-0.0206942198230919,0.764 to 2.52
BX.GRT.EXTA.CD.WD,Economic Policy & Debt: Balance of payments: Reserves & other items,"Grants, excluding technical cooperation (BoP, current US$)",,,,,,,,,,,0.17531359022202,1174,0.133637430200877,-2.712 to -0.657,0.191214160058401,973,0.145596114915105,-0.656 to 0.111,0.0668238690366825,844,0.0363580766994914,0.114 to 0.764,0.124815250926971,726,0.0754796423010446,0.764 to 2.52
BX.GRT.TECH.CD.WD,Economic Policy & Debt: Balance of payments: Reserves & other items,"Technical cooperation grants (BoP, current US$)",,,,,,,,,,,0.128458712438257,1172,0.0342306921510599,-2.712 to -0.657,0.151966803023829,972,0.0900590470182041,-0.656 to 0.111,0.120015961397332,843,-0.0892956325373253,0.114 to 0.764,0.196858858579106,725,0.199286663948205,0.764 to 2.52
BX.GSR.CCIS.CD,Infrastructure: Communications,"ICT service exports (BoP, current US$)",,,,,,,,,,,0.188706821379776,1084,0.137560581861939,-2.712 to -0.657,0.163632994450777,967,0.154492867075214,-0.656 to 0.111,0.20025091749485,938,0.119284192157032,0.114 to 0.764,0.11109056177849,901,0.00390041808902704,0.764 to 2.52
BX.GSR.CCIS.ZS,Infrastructure: Communications,"ICT service exports (% of service exports, BoP)",0.128238206537458,0.0679920776756288,0.06547072466414,0.116630486566898,0.11969190858879,0.121971269540335,0.186557777706746,0.0599237931621019,0.0759314469919011,0.137662767543385,0.160761303338606,1084,-0.0724358053979524,-2.712 to -0.657,0.0946473121170578,967,0.0902241218805401,-0.656 to 0.111,0.0692117660758003,938,0.0452488615138517,0.114 to 0.764,0.129985261083341,901,0.0123688711662126,0.764 to 2.52
BX.GSR.CMCP.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Communications, computer, etc. (% of service exports, BoP)",0.177571599340426,0.12279526172091,0.0977002816760989,0.18589520870072,0.187050910312438,0.0629330218250712,0.0525555865805408,0.175610827338135,0.0574419027082538,0.0737435171795587,0.129646074329903,1130,-0.07599628942856,-2.712 to -0.657,0.116152576865727,1058,0.107373606664507,-0.656 to 0.111,0.0813240473279356,1012,-0.0190569959408546,0.114 to 0.764,0.185838624433306,1011,0.130332893207626,0.764 to 2.52
BX.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Primary income receipts (BoP, current US$)",,,,,,,,,,,0.163549757069142,1154,0.103443082177143,-2.712 to -0.657,0.0774737638745973,1081,0.0696847891971421,-0.656 to 0.111,0.190710926485215,1026,0.146882543271465,0.114 to 0.764,0.0815648681904281,1013,-0.0540301191916047,0.764 to 2.52
BX.GSR.GNFS.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Exports of goods and services (BoP, current US$)",,,,,,,,,,,0.196275450420434,1155,0.154717227216596,-2.712 to -0.657,0.0682331411927697,1081,0.0788347487159404,-0.656 to 0.111,0.179013709155111,1026,0.0813217056844971,0.114 to 0.764,0.111541257964286,1013,-0.0279041027406885,0.764 to 2.52
BX.GSR.INSF.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Insurance and financial services (% of service exports, BoP)",0.228296726236086,0.188233207814966,0.188250832954345,0.245987447210036,0.079168633987479,0.115737242001788,0.0888941352139824,0.0785247709387815,0.112616807603599,0.115119962162568,0.113287381381803,1093,-0.0550914410070157,-2.712 to -0.657,0.109230325979041,1030,0.0539857498425375,-0.656 to 0.111,0.174891947480148,975,0.151420263812473,0.114 to 0.764,0.103792545985924,946,-0.109616584727851,0.764 to 2.52
BX.GSR.MRCH.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Goods exports (BoP, current US$)",,,,,,,,,,,0.185884364337069,1155,0.145106073704828,-2.712 to -0.657,0.0671157215383306,1081,0.0690029079551857,-0.656 to 0.111,0.180711392663732,1026,0.0527494784717021,0.114 to 0.764,0.116002979637269,1013,-0.0201248035345845,0.764 to 2.52
