Series Code,Topic,Indicator Name,iso1_all,iso2_all,iso3_all,iso4_all,iso5_all,iso6_all,iso7_all,iso8_all,iso9_all,iso10_all,iso1_0to25,N_0to25,Pearson_iso1_0to25,range_0to25,iso1_25to50,N_25to50,Pearson_iso1_25to50,range_25to50,iso1_50to75,N_50to75,Pearson_iso1_50to75,range_50to75,iso1_75to100,N_75to100,Pearson_iso1_75to100,range_75to100,iso1,N,Pearson_iso1,range
AG.LND.FRST.K2,Environment: Land use,Forest area (sq. km),,,,,,,,,,,0.25165074309235,90,-0.194923617375934,-2.188 to -0.645,0.153120828689825,90,-0.0595982417661975,-0.634 to 0.161,0.201806895765296,85,0.0750716469970883,0.163 to 1.135,0.239379477744636,84,0.179743576366322,1.142 to 2.135,0.117984759946832,211,0.0253142305427826,-0.113_2.148
AG.LND.FRST.ZS,Environment: Land use,Forest area (% of land area),0.14437971884929,0.179344839473408,0.40076509892694,0.242002894149643,0.142770622297763,0.170842259007334,0.0844053438751156,0.0699052887021912,0.164298185281209,0.253022518581855,0.220954096972161,90,0.112814321948782,-2.188 to -0.645,0.210000139220831,90,-0.153886349994176,-0.634 to 0.161,0.281894607385927,85,-0.219032938440505,0.163 to 1.135,0.293496055957937,84,-0.202496454596518,1.142 to 2.135,0.233213045930283,211,0.118646079108999,-0.113_2.148
AG.LND.IRIG.AG.ZS,Environment: Land use,Agricultural irrigated land (% of total agricultural land),,,,,,,,,,,0.982690878828659,7,0.979203842395613,-2.188 to -0.645,0.313586350721369,28,-0.174012094353256,-0.634 to 0.161,0.376760889361335,30,-0.22834985844351,0.163 to 1.135,0.24072061225446,29,0.0532599265325004,1.142 to 2.135,0.300573570868828,71,-0.241794544327143,-0.113_2.148
AG.LND.PRCP.MM,Environment: Land use,Average precipitation in depth (mm per year),0.248630606084743,0.292627867862154,0.546322557983565,0.306359133334262,0.170964788964809,0.138157441337065,0.113811832493701,0.081600592176613,0.18962012926834,0.243862406974428,0.271929922979869,90,0.180958692067441,-2.188 to -0.645,0.173414778832605,88,-0.0616988151826102,-0.634 to 0.161,0.185393156632384,84,-0.086278655767016,0.163 to 1.135,0.166387600606924,81,0.0382539750291145,1.142 to 2.135,0.355405484186416,206,-0.18242039901005,-0.113_2.148
AG.LND.TOTL.K2,Environment: Land use,Land area (sq. km),,,,,,,,,,,0.32925596050342,90,-0.315577318298597,-2.188 to -0.645,0.163127200480505,90,-0.0198414183502331,-0.634 to 0.161,0.226831309390711,85,0.0508996438520374,0.163 to 1.135,0.22387622919031,84,0.170721044815736,1.142 to 2.135,0.190367398733513,211,0.0118324585253883,-0.113_2.148
AG.LND.TOTL.RU.K2,Environment: Land use,Rural land area (sq. km),,,,,,,,,,,0,0,,-2.188 to -0.645,0,0,,-0.634 to 0.161,0,0,,0.163 to 1.135,0,0,,1.142 to 2.135,0,0,,-0.113_2.148
AG.LND.TOTL.UR.K2,Environment: Land use,Urban land area (sq. km),,,,,,,,,,,0,0,,-2.188 to -0.645,0,0,,-0.634 to 0.161,0,0,,0.163 to 1.135,0,0,,1.142 to 2.135,0,0,,-0.113_2.148
AG.LND.TRAC.ZS,Environment: Agricultural production,"Agricultural machinery, tractors per 100 sq. km of arable land",,,,,,,,,,,0,0,,-2.188 to -0.645,0,0,,-0.634 to 0.161,0,0,,0.163 to 1.135,0,0,,1.142 to 2.135,0,0,,-0.113_2.148
AG.PRD.CREL.MT,Environment: Agricultural production,Cereal production (metric tons),,,,,,,,,,,0.265413519079889,123,0.0884985200006568,-2.188 to -0.645,0.268213955341043,118,-0.229377289797473,-0.634 to 0.161,0.17853107850741,118,0.0929688703516922,0.163 to 1.135,0.236012664212994,123,0.169570903429561,1.142 to 2.135,0.114978305253011,300,0.051748068937445,-0.113_2.148
AG.PRD.CROP.XD,Environment: Agricultural production,Crop production index (2014-2016 = 100),0.255094674680904,0.141271251255101,0.100842387740219,0.103646812663773,0.138000888279721,0.230382703443335,0.0660764393319365,0.360038697293083,0.0736346871299629,0.0679588404908267,0.267785204327752,125,-0.0476011339011861,-2.188 to -0.645,0.204018918030971,124,-0.11956111263694,-0.634 to 0.161,0.197949676136148,124,-0.0606989849406231,0.163 to 1.135,0.166276826018893,124,-0.0660594610064216,1.142 to 2.135,0.27073805274947,309,-0.242347513627494,-0.113_2.148
AG.PRD.FOOD.XD,Environment: Agricultural production,Food production index (2014-2016 = 100),0.309699980468995,0.0976175214763597,0.109047681027249,0.124689825078561,0.201533783596122,0.247977235010578,0.0782621416017466,0.402799574627857,0.0905251597591907,0.0790641002151178,0.276425472714651,125,-0.108772249803644,-2.188 to -0.645,0.218127593343464,124,-0.130155935010973,-0.634 to 0.161,0.201922719683776,124,-0.0449124231985945,0.163 to 1.135,0.166994071102857,124,-0.0585408354337174,1.142 to 2.135,0.261763673271923,309,-0.203106352211042,-0.113_2.148
AG.PRD.LVSK.XD,Environment: Agricultural production,Livestock production index (2014-2016 = 100),0.293686504393465,0.0971250994433496,0.126732152351391,0.127957552208611,0.218426480656205,0.199905503769803,0.126117987765505,0.33128800310518,0.11403534232316,0.0864812776167465,0.203167915234148,125,-0.184306838193064,-2.188 to -0.645,0.33045520730772,124,-0.199646467578796,-0.634 to 0.161,0.261919764319128,124,-0.131954084321419,0.163 to 1.135,0.232683219755451,124,0.083304100293511,1.142 to 2.135,0.270496909042344,309,-0.235648993507562,-0.113_2.148
AG.SRF.TOTL.K2,Environment: Land use,Surface area (sq. km),,,,,,,,,,,0.332405301351519,90,-0.318062915780433,-2.188 to -0.645,0.16907307551535,90,-0.0300241010811866,-0.634 to 0.161,0.228107571000067,85,0.0534501448689064,0.163 to 1.135,0.226119028283914,84,0.172870864748264,1.142 to 2.135,0.186272933704053,211,0.0197683236266232,-0.113_2.148
AG.YLD.CREL.KG,Environment: Agricultural production,Cereal yield (kg per hectare),0.648379078886755,0.144587931986806,0.176287016158228,0.229235089858505,0.191502263193347,0.118712297950383,0.144798924069665,0.0949813826603636,0.152487722080897,0.0925708840883526,0.297716302119596,123,0.312230289461168,-2.188 to -0.645,0.176629191256928,118,0.129986366000029,-0.634 to 0.161,0.312920135363687,118,0.16226514176421,0.163 to 1.135,0.394402210790035,120,0.377329528461371,1.142 to 2.135,0.425268971051294,297,0.229177425065962,-0.113_2.148
BG.GSR.NFSV.GD.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",Trade in services (% of GDP),0.252490479442604,0.186311723474101,0.105875873311016,0.129713329190997,0.237656498138462,0.0938364981737567,0.177434758706514,0.1192543458953,0.263649563547899,0.176751259562108,0.322317446709749,106,0.27631905215299,-2.188 to -0.645,0.17716444586207,115,0.159613733524486,-0.634 to 0.161,0.256957424971177,113,0.248506463699774,0.163 to 1.135,0.167462843299472,122,0.0428362436371457,1.142 to 2.135,0.311871215979089,294,0.265273074231841,-0.113_2.148
BM.GSR.CMCP.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Communications, computer, etc. (% of service imports, BoP)",0.273593833306019,0.147112293749596,0.129117128963809,0.202906118723942,0.121097766770579,0.18858787681422,0.04625611004462,0.0592446403422426,0.0552772809162775,0.139750522714915,0.254143081554825,106,0.163373543413709,-2.188 to -0.645,0.159177083433733,114,-0.0537963496624786,-0.634 to 0.161,0.212095763238502,113,0.157989850903146,0.163 to 1.135,0.292460637596353,122,0.273662019553605,1.142 to 2.135,0.48958106662288,293,0.501778247056241,-0.113_2.148
BM.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Primary income payments (BoP, current US$)",,,,,,,,,,,0.233201182603942,106,0.105206849522633,-2.188 to -0.645,0.250035078446993,115,-0.0837034044699593,-0.634 to 0.161,0.216426651624874,114,0.158243802675834,0.163 to 1.135,0.433007303390606,122,0.325133088699225,1.142 to 2.135,0.429046775635027,295,0.35181672305094,-0.113_2.148
BM.GSR.GNFS.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Imports of goods and services (BoP, current US$)",,,,,,,,,,,0.210393554737019,106,0.0959385278837183,-2.188 to -0.645,0.283092704956265,115,-0.145275251062879,-0.634 to 0.161,0.161304747334797,114,0.0986679160749908,0.163 to 1.135,0.442311179492556,122,0.352804716614432,1.142 to 2.135,0.426892091407956,295,0.329100930261614,-0.113_2.148
BM.GSR.INSF.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Insurance and financial services (% of service imports, BoP)",0.126173180815202,0.29913638540459,0.0947484363233486,0.14992864009699,0.136080016958606,0.0972480754015685,0.0828546668246675,0.0535069539914489,0.0495658423586745,0.11537908731749,0.255549577848251,106,-0.172422159565552,-2.188 to -0.645,0.253921485867898,114,0.240528757785915,-0.634 to 0.161,0.216378350182832,113,-0.165059634159055,0.163 to 1.135,0.23834006471894,122,0.111953514750285,1.142 to 2.135,0.149715773010461,293,-0.0110572358136455,-0.113_2.148
BM.GSR.MRCH.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Goods imports (BoP, current US$)",,,,,,,,,,,0.211537964821887,106,0.124975569279194,-2.188 to -0.645,0.272585363554157,115,-0.135722006927117,-0.634 to 0.161,0.154871287588199,114,0.0801668526738627,0.163 to 1.135,0.405992265236896,122,0.322029984395023,1.142 to 2.135,0.390773752530003,295,0.296426039557765,-0.113_2.148
BM.GSR.NFSV.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Service imports (BoP, current US$)",,,,,,,,,,,0.199389715369659,106,0.00988936836838269,-2.188 to -0.645,0.31262826206423,115,-0.17926407997477,-0.634 to 0.161,0.227349300513765,114,0.177199175453526,0.163 to 1.135,0.494237902643347,122,0.431063765364492,1.142 to 2.135,0.480839359848785,295,0.426713749313517,-0.113_2.148
BM.GSR.ROYL.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,0.235585849653022,90,0.213968123826413,-2.188 to -0.645,0.32059105541758,108,-0.215677154200217,-0.634 to 0.161,0.235770145823267,101,0.17470409644778,0.163 to 1.135,0.404237918680843,122,0.279482954448644,1.142 to 2.135,0.414847923695902,276,0.325105016292001,-0.113_2.148
BM.GSR.TOTL.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Imports of goods, services and primary income (BoP, current US$)",,,,,,,,,,,0.212877053635325,106,0.098300332753157,-2.188 to -0.645,0.280843386215815,115,-0.140338183044264,-0.634 to 0.161,0.169819119394236,114,0.106795639725307,0.163 to 1.135,0.455496790933333,122,0.356319081433446,1.142 to 2.135,0.444589818420136,295,0.34125330821523,-0.113_2.148
BM.GSR.TRAN.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Transport services (% of service imports, BoP)",0.44453707837234,0.118203820265595,0.0936425502644038,0.192538874560978,0.0864401577282275,0.230614626067694,0.0878936348403781,0.054449643762651,0.0495717161651849,0.0974807830110349,0.29535753446664,106,-0.224618767463215,-2.188 to -0.645,0.24649443719463,114,0.0625444620782246,-0.634 to 0.161,0.304879503761768,113,-0.292226502358145,0.163 to 1.135,0.351450055760156,122,-0.265084506957464,1.142 to 2.135,0.474689927575992,293,-0.452770915228143,-0.113_2.148
BM.GSR.TRVL.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Travel services (% of service imports, BoP)",0.298508938828137,0.123942317480371,0.137397958344924,0.137840841146103,0.107913387528783,0.0924182542369914,0.0650005816791403,0.0518570295305689,0.0686912240612777,0.0706887574945204,0.224827256349184,106,0.160957011559188,-2.188 to -0.645,0.237901316974872,114,-0.0700008886902388,-0.634 to 0.161,0.214954109847858,113,0.185032201300576,0.163 to 1.135,0.226182930809777,122,-0.177140911120892,1.142 to 2.135,0.202105504974138,293,-0.197922037244822,-0.113_2.148
BM.KLT.DINV.CD.WD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net outflows (BoP, current US$)",,,,,,,,,,,0.224096663561532,103,-0.0464956443834347,-2.188 to -0.645,0.262499115309037,116,-0.2037954200897,-0.634 to 0.161,0.257308571717553,121,0.199458820226161,0.163 to 1.135,0.308262963039568,122,0.12562955970894,1.142 to 2.135,0.38104100685998,304,0.209874326385229,-0.113_2.148
BM.KLT.DINV.WD.GD.ZS,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net outflows (% of GDP)",0.35750557263702,0.0965881520374399,0.183690705509379,0.210226009189917,0.118673911762009,0.088977076917042,0.0694893240967591,0.070274377501516,0.0753271245590666,0.128363889432916,0.261833606364331,102,-0.0289474819851769,-2.188 to -0.645,0.208673069305561,115,0.113134298971676,-0.634 to 0.161,0.231138348024042,119,0.188742798510535,0.163 to 1.135,0.177707353117428,122,0.0352029103832686,1.142 to 2.135,0.286547949467217,301,0.0134740003552592,-0.113_2.148
BM.TRF.PRVT.CD,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Secondary income, other sectors, payments (BoP, current US$)",,,,,,,,,,,0.161078887997826,106,-0.0428523760554994,-2.188 to -0.645,0.244361264276862,114,-0.107963161593094,-0.634 to 0.161,0.349715177360281,110,0.281429617383146,0.163 to 1.135,0.397847694611988,122,0.293051325848712,1.142 to 2.135,0.388827831674069,290,0.304101116061082,-0.113_2.148
BM.TRF.PWKR.CD.DT,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Personal remittances, paid (current US$)",,,,,,,,,,,0.189611169334839,104,-0.0690077052983813,-2.188 to -0.645,0.26422446507429,112,-0.180558712119097,-0.634 to 0.161,0.326257068851623,110,0.221752319722445,0.163 to 1.135,0.40108964174376,121,0.295596457180558,1.142 to 2.135,0.35525769516258,289,0.290126888479544,-0.113_2.148
BN.CAB.XOKA.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Current account balance (BoP, current US$)",,,,,,,,,,,0.208528786814788,106,0.0405143842004115,-2.188 to -0.645,0.192557832331459,115,-0.00335338216565927,-0.634 to 0.161,0.305176378103147,114,0.230476257821618,0.163 to 1.135,0.254328653021149,122,-0.0261300736288285,1.142 to 2.135,0.277036470582176,295,0.0155344656135856,-0.113_2.148
BN.CAB.XOKA.GD.ZS,Economic Policy & Debt: Balance of payments: Current account: Balances,Current account balance (% of GDP),0.240107900266494,0.150101071836856,0.114274750437069,0.188538095694939,0.345845629813235,0.242594589538084,0.112443090902,0.10440888372586,0.0944813162569444,0.0873821329562573,0.253252530854363,106,0.200881832191617,-2.188 to -0.645,0.163661399046573,115,0.0534776969457871,-0.634 to 0.161,0.196062966269621,113,0.11350093284828,0.163 to 1.135,0.283550450166535,122,0.223101371877823,1.142 to 2.135,0.329401258649612,294,0.290178668288505,-0.113_2.148
BN.FIN.TOTL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net financial account (BoP, current US$)",,,,,,,,,,,0.173965053104937,106,-0.0054622836375472,-2.188 to -0.645,0.17748982424983,115,-0.0177887920474692,-0.634 to 0.161,0.334515635975456,114,0.300371994185719,0.163 to 1.135,0.236182949867863,122,-0.0455960819713614,1.142 to 2.135,0.286297300401151,295,0.00761362388263551,-0.113_2.148
BN.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Net primary income (BoP, current US$)",,,,,,,,,,,0.257921039399428,106,-0.0908203385698628,-2.188 to -0.645,0.19356500140169,115,0.055970046683887,-0.634 to 0.161,0.213081617585651,114,0.00197074346348217,0.163 to 1.135,0.300752551638848,122,0.211356724261411,1.142 to 2.135,0.300741573155588,295,0.22183163058114,-0.113_2.148
BN.GSR.GNFS.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Net trade in goods and services (BoP, current US$)",,,,,,,,,,,0.232586014925938,106,-0.125840118201795,-2.188 to -0.645,0.19419887235185,115,0.115067840654223,-0.634 to 0.161,0.281786130505208,114,0.206024887510865,0.163 to 1.135,0.242279533308051,122,-0.0437060914123216,1.142 to 2.135,0.26436734090193,295,0.00250585386273971,-0.113_2.148
BN.GSR.MRCH.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Net trade in goods (BoP, current US$)",,,,,,,,,,,0.287084165359991,106,-0.187362141286435,-2.188 to -0.645,0.259039505054033,115,0.206928871448135,-0.634 to 0.161,0.266348063375188,114,0.175029885509072,0.163 to 1.135,0.264031925545058,122,-0.076381579895186,1.142 to 2.135,0.223803751464443,295,-0.0741678844248695,-0.113_2.148
BN.KAC.EOMS.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net errors and omissions (BoP, current US$)",,,,,,,,,,,0.158951660981451,106,-0.0440772236515126,-2.188 to -0.645,0.183850323972747,115,-0.100329440156064,-0.634 to 0.161,0.164317301612719,114,-0.0859014171763413,0.163 to 1.135,0.352341971823576,122,-0.0706130275945152,1.142 to 2.135,0.227907376877556,295,-0.0303927273725313,-0.113_2.148
BN.KLT.DINV.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net (BoP, current US$)",,,,,,,,,,,0.235545392712698,106,0.148144202583199,-2.188 to -0.645,0.231800249957032,115,0.136668945041201,-0.634 to 0.161,0.180293910723434,114,-0.0357514349586366,0.163 to 1.135,0.266793434563623,122,0.105109551889238,1.142 to 2.135,0.317690078879337,295,0.134591954712167,-0.113_2.148
BN.KLT.PTXL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Portfolio Investment, net (BoP, current US$)",,,,,,,,,,,0.180732892733022,90,-0.0569275539208402,-2.188 to -0.645,0.195212682261035,112,0.0179035522928905,-0.634 to 0.161,0.213232853334159,114,0.106638705442946,0.163 to 1.135,0.266630721874841,122,0.00284278387596119,1.142 to 2.135,0.332217868507189,292,0.000803996582418801,-0.113_2.148
BN.RES.INCL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Reserves and related items (BoP, current US$)",,,,,,,,,,,0.202117393188341,106,0.160153407152068,-2.188 to -0.645,0.283040518317288,115,-0.24562610919008,-0.634 to 0.161,0.212001197379505,114,0.169673412014834,0.163 to 1.135,0.188949814740279,122,0.0687767715109997,1.142 to 2.135,0.221659157875754,295,0.182915328407825,-0.113_2.148
BN.TRF.CURR.CD,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Net secondary income (BoP, current US$)",,,,,,,,,,,0.244760871991313,106,0.206810209677408,-2.188 to -0.645,0.259628951421515,115,-0.154833377246843,-0.634 to 0.161,0.312288703876076,114,-0.235404207801326,0.163 to 1.135,0.477932518656745,122,-0.373309672388105,1.142 to 2.135,0.457788681436493,295,-0.403905586123426,-0.113_2.148
BN.TRF.KOGT.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net capital account (BoP, current US$)",,,,,,,,,,,0.305568395074768,100,-0.283285186609229,-2.188 to -0.645,0.2441133978726,112,0.163472634192715,-0.634 to 0.161,0.182335671104621,107,-0.0598538070600807,0.163 to 1.135,0.306322526901935,121,-0.207211820614298,1.142 to 2.135,0.374642308256224,284,-0.0170764925913862,-0.113_2.148
BX.GRT.EXTA.CD.WD,Economic Policy & Debt: Balance of payments: Reserves & other items,"Grants, excluding technical cooperation (BoP, current US$)",,,,,,,,,,,0.354988587566842,125,-0.211231182454312,-2.188 to -0.645,0.207349453773708,124,-0.122555306182408,-0.634 to 0.161,0.200980644054744,86,-0.0707228330730696,0.163 to 1.135,0.682935505316855,12,0.430277201338848,1.142 to 2.135,0.165160803877263,159,-0.12653544975209,-0.113_2.148
BX.GRT.TECH.CD.WD,Economic Policy & Debt: Balance of payments: Reserves & other items,"Technical cooperation grants (BoP, current US$)",,,,,,,,,,,0.212473214066481,125,-0.0125891875990436,-2.188 to -0.645,0.167915392329289,124,-0.0652761756222996,-0.634 to 0.161,0.237505860127287,84,0.187216812949957,0.163 to 1.135,0.598822174995494,12,-0.508447336151465,1.142 to 2.135,0.145196618665083,157,0.0164715182178391,-0.113_2.148
BX.GSR.CCIS.CD,Infrastructure: Communications,"ICT service exports (BoP, current US$)",,,,,,,,,,,0.305486280630023,105,0.288890537063509,-2.188 to -0.645,0.305912592339309,114,-0.265421761318292,-0.634 to 0.161,0.382479629245895,110,0.305692099336208,0.163 to 1.135,0.397684750086426,122,0.222400179069182,1.142 to 2.135,0.518638401985092,290,0.344699534719195,-0.113_2.148
BX.GSR.CCIS.ZS,Infrastructure: Communications,"ICT service exports (% of service exports, BoP)",0.128238206537458,0.0679920776756288,0.06547072466414,0.116630486566898,0.11969190858879,0.121971269540335,0.186557777706746,0.0599237931621019,0.0759314469919011,0.137662767543385,0.189234110762597,105,-0.14030890252145,-2.188 to -0.645,0.264066878366143,114,-0.237368098629436,-0.634 to 0.161,0.465243650008888,110,0.460237335502652,0.163 to 1.135,0.267588331163072,122,-0.153952781989666,1.142 to 2.135,0.33790188970581,290,0.258428953459049,-0.113_2.148
BX.GSR.CMCP.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Communications, computer, etc. (% of service exports, BoP)",0.177571599340426,0.12279526172091,0.0977002816760989,0.18589520870072,0.187050910312438,0.0629330218250712,0.0525555865805408,0.175610827338135,0.0574419027082538,0.0737435171795587,0.297949464879021,106,0.238631313072735,-2.188 to -0.645,0.242669248910933,114,-0.0624585365006904,-0.634 to 0.161,0.373627391112367,113,0.375177799855064,0.163 to 1.135,0.287363061170948,122,0.162393411239854,1.142 to 2.135,0.400329305172978,293,0.375606936120477,-0.113_2.148
