Series Code,Topic,Indicator Name,iso1_all,iso2_all,iso3_all,iso4_all,iso5_all,iso6_all,iso7_all,iso8_all,iso9_all,iso10_all,iso2_0to25,N_0to25,Pearson_iso2_0to25,range_0to25,iso2_25to50,N_25to50,Pearson_iso2_25to50,range_25to50,iso2_50to75,N_50to75,Pearson_iso2_50to75,range_50to75,iso2_75to100,N_75to100,Pearson_iso2_75to100,range_75to100
AG.LND.EL5M.RU.K2,Environment: Land use,Rural land area where elevation is below 5 meters (sq. km),,,,,,,,,,,0.181088622313318,86,0.0027852317503566,-2.058 to -0.808,0.188680416830548,86,-0.0465574868668123,-0.808 to -0.12,0.153679832908701,91,-0.11376530041676,-0.119 to 0.77,0.229297899681688,88,0.0370387500594329,0.772 to 2.648
AG.LND.EL5M.RU.ZS,Environment: Land use,Rural land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.167475318373996,86,0.00506394854382999,-2.058 to -0.808,0.142237888085089,86,0.0881974626219011,-0.808 to -0.12,0.342522210729574,91,-0.328778204092308,-0.119 to 0.77,0.203789625743126,88,-0.152782806015346,0.772 to 2.648
AG.LND.EL5M.UR.K2,Environment: Land use,Urban land area where elevation is below 5 meters (sq. km),,,,,,,,,,,0.188487713418677,86,0.0234728388356616,-2.058 to -0.808,0.181519987577563,86,0.164840379714509,-0.808 to -0.12,0.156683816008876,91,-0.0868335910635086,-0.119 to 0.77,0.239428733146698,88,-0.202099777361937,0.772 to 2.648
AG.LND.EL5M.UR.ZS,Environment: Land use,Urban land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.257861884624222,86,-0.244337166549246,-2.058 to -0.808,0.174076652486003,86,0.143053285027652,-0.808 to -0.12,0.283748990136578,91,-0.242405757620496,-0.119 to 0.77,0.235734057561215,88,-0.192660091629873,0.772 to 2.648
AG.LND.EL5M.ZS,Environment: Land use,Land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.166958306436178,86,-0.0313083254547307,-2.058 to -0.808,0.147942410228372,86,0.102661377800094,-0.808 to -0.12,0.359206233677256,91,-0.344569240975295,-0.119 to 0.77,0.214182265032618,88,-0.164519730566876,0.772 to 2.648
AG.LND.FRST.K2,Environment: Land use,Forest area (sq. km),,,,,,,,,,,0.292291357076101,1186,0.237644628625795,-2.058 to -0.808,0.0670715822579399,1153,-0.0254528318009065,-0.808 to -0.12,0.0984233477915439,1130,-0.0395437959961818,-0.119 to 0.77,0.2416989079781,1157,0.147316825625437,0.772 to 2.648
AG.LND.FRST.ZS,Environment: Land use,Forest area (% of land area),0.14437971884929,0.179344839473408,0.40076509892694,0.242002894149643,0.142770622297763,0.170842259007334,0.0844053438751156,0.0699052887021912,0.164298185281209,0.253022518581855,0.3321265430596,1186,0.286713254418028,-2.058 to -0.808,0.164083471326648,1153,-0.111987643679386,-0.808 to -0.12,0.103039252396155,1130,0.000924412388916982,-0.119 to 0.77,0.188038322806155,1157,0.044696346645879,0.772 to 2.648
AG.LND.IRIG.AG.ZS,Environment: Land use,Agricultural irrigated land (% of total agricultural land),,,,,,,,,,,0.189289996888254,228,-0.00876802852463557,-2.058 to -0.808,0.258983513781875,268,0.241723241775329,-0.808 to -0.12,0.282957155122366,195,-0.208399231706803,-0.119 to 0.77,0.302918410391093,286,-0.257454361888899,0.772 to 2.648
AG.LND.PRCP.MM,Environment: Land use,Average precipitation in depth (mm per year),0.248630606084743,0.292627867862154,0.546322557983565,0.306359133334262,0.170964788964809,0.138157441337065,0.113811832493701,0.081600592176613,0.18962012926834,0.243862406974428,0.354023093250289,1186,0.357312471959507,-2.058 to -0.808,0.175161270808813,1120,-0.139074606255321,-0.808 to -0.12,0.102821827451715,1136,-0.00334903926848992,-0.119 to 0.77,0.440930553855916,1127,-0.357221307506529,0.772 to 2.648
AG.LND.TOTL.K2,Environment: Land use,Land area (sq. km),,,,,,,,,,,0.169545013276713,1186,0.110049449929126,-2.058 to -0.808,0.0814312316574622,1153,-0.03170143375706,-0.808 to -0.12,0.124617429489151,1140,-0.0552223155806434,-0.119 to 0.77,0.211508853318629,1166,0.0737121704800978,0.772 to 2.648
AG.LND.TOTL.RU.K2,Environment: Land use,Rural land area (sq. km),,,,,,,,,,,0.19356653871522,86,-0.140520577614991,-2.058 to -0.808,0.128367958004448,86,-0.0259783494178057,-0.808 to -0.12,0.157137826893437,91,-0.0735515550526797,-0.119 to 0.77,0.236473812941853,88,0.0679909036763506,0.772 to 2.648
AG.LND.TOTL.UR.K2,Environment: Land use,Urban land area (sq. km),,,,,,,,,,,0.155662800387043,86,0.0380607997994224,-2.058 to -0.808,0.156185616547342,86,0.0545076278617847,-0.808 to -0.12,0.160851443259163,91,-0.0872658581664049,-0.119 to 0.77,0.177285271525503,88,-0.132089341650031,0.772 to 2.648
AG.LND.TRAC.ZS,Environment: Agricultural production,"Agricultural machinery, tractors per 100 sq. km of arable land",,,,,,,,,,,0.172240903656016,365,0.00387808293882148,-2.058 to -0.808,0.189414877757258,250,0.150734800327873,-0.808 to -0.12,0.145159113865686,326,-0.00645290802683655,-0.119 to 0.77,0.230834108350959,453,-0.0527115848847919,0.772 to 2.648
AG.PRD.CREL.MT,Environment: Agricultural production,Cereal production (metric tons),,,,,,,,,,,0.196977033679345,1140,0.166634453120338,-2.058 to -0.808,0.12561913653417,1119,0.015120619922186,-0.808 to -0.12,0.122501177287618,1153,-0.122369291265316,-0.119 to 0.77,0.187231452915492,1190,-0.0862244553663547,0.772 to 2.648
AG.PRD.CROP.XD,Environment: Agricultural production,Crop production index (2014-2016 = 100),0.255094674680904,0.141271251255101,0.100842387740219,0.103646812663773,0.138000888279721,0.230382703443335,0.0660764393319365,0.360038697293083,0.0736346871299629,0.0679588404908267,0.122294697617975,1200,-0.039680602392703,-2.058 to -0.808,0.0797974691765457,1184,-0.0239969573640287,-0.808 to -0.12,0.143645483160708,1186,-0.108747617346014,-0.119 to 0.77,0.145674123090303,1190,-0.00357398626232071,0.772 to 2.648
AG.PRD.FOOD.XD,Environment: Agricultural production,Food production index (2014-2016 = 100),0.309699980468995,0.0976175214763597,0.109047681027249,0.124689825078561,0.201533783596122,0.247977235010578,0.0782621416017466,0.402799574627857,0.0905251597591907,0.0790641002151178,0.141987364308414,1200,0.0453934292050255,-2.058 to -0.808,0.0593357586076501,1184,-0.00148554027681274,-0.808 to -0.12,0.20861996022028,1186,-0.203196260936173,-0.119 to 0.77,0.196396306053394,1190,0.111094927012792,0.772 to 2.648
AG.PRD.LVSK.XD,Environment: Agricultural production,Livestock production index (2014-2016 = 100),0.293686504393465,0.0971250994433496,0.126732152351391,0.127957552208611,0.218426480656205,0.199905503769803,0.126117987765505,0.33128800310518,0.11403534232316,0.0864812776167465,0.147329876591056,1200,0.102168913158775,-2.058 to -0.808,0.0563119050210899,1184,0.0169083448060782,-0.808 to -0.12,0.216147374197463,1186,-0.227836480369458,-0.119 to 0.77,0.235652652270889,1190,0.256234048109259,0.772 to 2.648
AG.SRF.TOTL.K2,Environment: Land use,Surface area (sq. km),,,,,,,,,,,0.170543628449065,1186,0.111687775694097,-2.058 to -0.808,0.0799375314086563,1153,-0.0246217378910369,-0.808 to -0.12,0.123362268471186,1140,-0.0552453292711758,-0.119 to 0.77,0.214180649375675,1166,0.0766718702727351,0.772 to 2.648
AG.YLD.CREL.KG,Environment: Agricultural production,Cereal yield (kg per hectare),0.648379078886755,0.144587931986806,0.176287016158228,0.229235089858505,0.191502263193347,0.118712297950383,0.144798924069665,0.0949813826603636,0.152487722080897,0.0925708840883526,0.135197437985456,1137,-0.0342123540887242,-2.058 to -0.808,0.130906354513933,1118,0.00641099172249403,-0.808 to -0.12,0.24221769287841,1153,-0.217013360073932,-0.119 to 0.77,0.276922595920951,1190,0.169355981258081,0.772 to 2.648
BG.GSR.NFSV.GD.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",Trade in services (% of GDP),0.252490479442604,0.186311723474101,0.105875873311016,0.129713329190997,0.237656498138462,0.0938364981737567,0.177434758706514,0.1192543458953,0.263649563547899,0.176751259562108,0.107547540349526,1049,0.0134865701800699,-2.058 to -0.808,0.0864817846281902,1080,-0.0391389856913585,-0.808 to -0.12,0.149982318514117,1052,-0.12199925491468,-0.119 to 0.77,0.201462934219343,1082,0.172901553389734,0.772 to 2.648
BM.GSR.CMCP.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Communications, computer, etc. (% of service imports, BoP)",0.273593833306019,0.147112293749596,0.129117128963809,0.202906118723942,0.121097766770579,0.18858787681422,0.04625611004462,0.0592446403422426,0.0552772809162775,0.139750522714915,0.234474172196452,1051,0.229482978480966,-2.058 to -0.808,0.110505232994657,1061,-0.0304224383644902,-0.808 to -0.12,0.0836584564924402,1037,-0.0109176182121677,-0.119 to 0.77,0.136508962865466,1049,0.0871262374883046,0.772 to 2.648
BM.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Primary income payments (BoP, current US$)",,,,,,,,,,,0.206476939645335,1051,0.148069231813982,-2.058 to -0.808,0.126640683110127,1084,0.0170219863926535,-0.808 to -0.12,0.312645963938904,1052,-0.30038662558266,-0.119 to 0.77,0.125160417838894,1088,-0.0308411271473972,0.772 to 2.648
BM.GSR.GNFS.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Imports of goods and services (BoP, current US$)",,,,,,,,,,,0.176016598895335,1051,0.155091524062548,-2.058 to -0.808,0.168951134890659,1084,0.0763835392213914,-0.808 to -0.12,0.294471900190878,1052,-0.273528989223578,-0.119 to 0.77,0.161245786877739,1088,-0.0670413359809338,0.772 to 2.648
BM.GSR.INSF.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Insurance and financial services (% of service imports, BoP)",0.126173180815202,0.29913638540459,0.0947484363233486,0.14992864009699,0.136080016958606,0.0972480754015685,0.0828546668246675,0.0535069539914489,0.0495658423586745,0.11537908731749,0.174269146624795,1044,-0.0846085636593285,-2.058 to -0.808,0.137296299544087,1051,-0.0426733908156821,-0.808 to -0.12,0.0917479376988505,1012,-0.0171955436167212,-0.119 to 0.77,0.104319789865711,1026,-0.00727226360004534,0.772 to 2.648
BM.GSR.MRCH.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Goods imports (BoP, current US$)",,,,,,,,,,,0.187839566896729,1051,0.161223307620513,-2.058 to -0.808,0.168568452903326,1084,0.0693680862194059,-0.808 to -0.12,0.294826590569516,1052,-0.270472543366661,-0.119 to 0.77,0.166415435992119,1088,-0.0686612225337424,0.772 to 2.648
BM.GSR.NFSV.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Service imports (BoP, current US$)",,,,,,,,,,,0.139843538443371,1051,0.120243998313491,-2.058 to -0.808,0.161145487132247,1084,0.100050091909152,-0.808 to -0.12,0.285101970437899,1052,-0.269272550508691,-0.119 to 0.77,0.136477963157904,1088,-0.0579255973750586,0.772 to 2.648
BM.GSR.ROYL.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,0.238880760330463,851,0.173678321342416,-2.058 to -0.808,0.108962953668561,926,0.0366127838152666,-0.808 to -0.12,0.301753691035268,891,-0.22745214421261,-0.119 to 0.77,0.134311504401267,917,-0.0644959895600244,0.772 to 2.648
BM.GSR.TOTL.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Imports of goods, services and primary income (BoP, current US$)",,,,,,,,,,,0.184200273997559,1051,0.154736067251236,-2.058 to -0.808,0.165664456722115,1084,0.0651843483259388,-0.808 to -0.12,0.299085725405677,1052,-0.283473239982157,-0.119 to 0.77,0.156457614285561,1088,-0.0629870140101245,0.772 to 2.648
BM.GSR.TRAN.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Transport services (% of service imports, BoP)",0.44453707837234,0.118203820265595,0.0936425502644038,0.192538874560978,0.0864401577282275,0.230614626067694,0.0878936348403781,0.054449643762651,0.0495717161651849,0.0974807830110349,0.10094121648425,1051,-0.0600974819870759,-2.058 to -0.808,0.132380905702221,1061,0.105049250304089,-0.808 to -0.12,0.0949507370120173,1037,0.0303676621378521,-0.119 to 0.77,0.245785550691181,1049,-0.222288667798763,0.772 to 2.648
BM.GSR.TRVL.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Travel services (% of service imports, BoP)",0.298508938828137,0.123942317480371,0.137397958344924,0.137840841146103,0.107913387528783,0.0924182542369914,0.0650005816791403,0.0518570295305689,0.0686912240612777,0.0706887574945204,0.27811294043506,1040,-0.26275821545023,-2.058 to -0.808,0.095995604301348,1064,-0.0711897258741274,-0.808 to -0.12,0.131165069785929,1042,-0.0209247461240423,-0.119 to 0.77,0.257878010932378,1044,0.131686408274198,0.772 to 2.648
BM.KLT.DINV.CD.WD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net outflows (BoP, current US$)",,,,,,,,,,,0.175901523798638,1104,0.127050120662092,-2.058 to -0.808,0.1119658118468,1059,0.034807301316681,-0.808 to -0.12,0.241166340066726,1048,-0.208469309184628,-0.119 to 0.77,0.0867890259050138,1045,-0.0220329773073191,0.772 to 2.648
BM.KLT.DINV.WD.GD.ZS,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net outflows (% of GDP)",0.35750557263702,0.0965881520374399,0.183690705509379,0.210226009189917,0.118673911762009,0.088977076917042,0.0694893240967591,0.070274377501516,0.0753271245590666,0.128363889432916,0.127164276269238,1097,0.0865582472493599,-2.058 to -0.808,0.089683487327045,1055,-0.0131332483353555,-0.808 to -0.12,0.171812769125694,1048,-0.0597289956592319,-0.119 to 0.77,0.108879762654318,1040,0.0574488921590809,0.772 to 2.648
BM.TRF.PRVT.CD,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Secondary income, other sectors, payments (BoP, current US$)",,,,,,,,,,,0.137541150208902,1033,0.0668013452322731,-2.058 to -0.808,0.114352507052099,1072,0.0246289730968743,-0.808 to -0.12,0.293433285556635,1038,-0.272886904978887,-0.119 to 0.77,0.186184388842353,1048,0.0769862596971371,0.772 to 2.648
BM.TRF.PWKR.CD.DT,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Personal remittances, paid (current US$)",,,,,,,,,,,0.128485047221389,993,0.00707977665125063,-2.058 to -0.808,0.158436735116643,1066,0.0286527719509144,-0.808 to -0.12,0.29986110768786,1015,-0.28956493713715,-0.119 to 0.77,0.146651968850907,1060,0.101226887027123,0.772 to 2.648
BN.CAB.XOKA.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Current account balance (BoP, current US$)",,,,,,,,,,,0.224083416424842,1051,-0.166780529332737,-2.058 to -0.808,0.16836507780115,1084,0.154565301853633,-0.808 to -0.12,0.179470328032959,1052,-0.0887923700856713,-0.119 to 0.77,0.131715007033254,1088,-0.0809082074871187,0.772 to 2.648
BN.CAB.XOKA.GD.ZS,Economic Policy & Debt: Balance of payments: Current account: Balances,Current account balance (% of GDP),0.240107900266494,0.150101071836856,0.114274750437069,0.188538095694939,0.345845629813235,0.242594589538084,0.112443090902,0.10440888372586,0.0944813162569444,0.0873821329562573,0.231757743820759,1049,-0.171967604639462,-2.058 to -0.808,0.162426477496713,1080,0.0614397699494089,-0.808 to -0.12,0.238410914138693,1052,-0.159960415455342,-0.119 to 0.77,0.0919191204815876,1082,0.0335300534099208,0.772 to 2.648
BN.FIN.TOTL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net financial account (BoP, current US$)",,,,,,,,,,,0.211071665900993,1051,-0.160150165244749,-2.058 to -0.808,0.158242872346823,1083,0.142000118514114,-0.808 to -0.12,0.182626699456178,1050,-0.0966598084093626,-0.119 to 0.77,0.117540606054831,1088,-0.0520452051181683,0.772 to 2.648
BN.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Net primary income (BoP, current US$)",,,,,,,,,,,0.237123542239515,1051,-0.0893087645208162,-2.058 to -0.808,0.123174101838411,1084,0.0439882444410381,-0.808 to -0.12,0.181878746979696,1052,-0.0707342227206978,-0.119 to 0.77,0.113043151427358,1088,-0.0292099653558845,0.772 to 2.648
BN.GSR.GNFS.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Net trade in goods and services (BoP, current US$)",,,,,,,,,,,0.235287259250845,1051,-0.169439349583853,-2.058 to -0.808,0.171807215316409,1084,0.130738394721654,-0.808 to -0.12,0.193300569385703,1052,-0.110843252189076,-0.119 to 0.77,0.104287074972727,1088,-0.0498667663054749,0.772 to 2.648
BN.GSR.MRCH.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Net trade in goods (BoP, current US$)",,,,,,,,,,,0.2469255102745,1051,-0.183653573578651,-2.058 to -0.808,0.138348659201773,1084,0.118104061080884,-0.808 to -0.12,0.168065926597681,1052,-0.0383824176292938,-0.119 to 0.77,0.148149479661413,1088,-0.0624084682420875,0.772 to 2.648
BN.KAC.EOMS.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net errors and omissions (BoP, current US$)",,,,,,,,,,,0.122389016703226,1051,0.103527729620766,-2.058 to -0.808,0.112353839478376,1083,-0.071182899059052,-0.808 to -0.12,0.155585921144349,1050,-0.042936068725434,-0.119 to 0.77,0.113788570791158,1088,0.0788575890659274,0.772 to 2.648
BN.KLT.DINV.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net (BoP, current US$)",,,,,,,,,,,0.155678833326158,1050,-0.0188257490733888,-2.058 to -0.808,0.138928502024435,1079,0.0561372730761374,-0.808 to -0.12,0.19405811112855,1046,-0.118163264164999,-0.119 to 0.77,0.161425328400527,1080,0.103650615459247,0.772 to 2.648
BN.KLT.PTXL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Portfolio Investment, net (BoP, current US$)",,,,,,,,,,,0.163235377292753,998,-0.123425991037086,-2.058 to -0.808,0.118041285186423,1039,0.0741749039450308,-0.808 to -0.12,0.227136763756224,988,-0.00370756643631498,-0.119 to 0.77,0.113954207560811,1014,0.0274567585837299,0.772 to 2.648
BN.RES.INCL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Reserves and related items (BoP, current US$)",,,,,,,,,,,0.108399583462027,1051,-0.0571620029879618,-2.058 to -0.808,0.100095506307853,1083,0.019537541526102,-0.808 to -0.12,0.175441324650072,1050,-0.100025846899955,-0.119 to 0.77,0.122607458650328,1088,-0.059009776399553,0.772 to 2.648
BN.TRF.CURR.CD,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Net secondary income (BoP, current US$)",,,,,,,,,,,0.205264487331596,1051,0.056633693525344,-2.058 to -0.808,0.150987928540685,1084,-0.0132410928655426,-0.808 to -0.12,0.239109189742915,1052,0.210906739033166,-0.119 to 0.77,0.133347928830111,1088,-0.119606635870132,0.772 to 2.648
BN.TRF.KOGT.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net capital account (BoP, current US$)",,,,,,,,,,,0.0879597360026088,990,-0.0768585415408102,-2.058 to -0.808,0.0963759729644096,1038,-0.00196287155414332,-0.808 to -0.12,0.140132605592135,987,0.00813849211695221,-0.119 to 0.77,0.146327341869153,1015,-0.0149446029356143,0.772 to 2.648
BX.GRT.EXTA.CD.WD,Economic Policy & Debt: Balance of payments: Reserves & other items,"Grants, excluding technical cooperation (BoP, current US$)",,,,,,,,,,,0.163703615975223,1071,-0.131081861226074,-2.058 to -0.808,0.177220317593741,813,0.0682491784565927,-0.808 to -0.12,0.14471993530067,856,0.117324593753755,-0.119 to 0.77,0.207555938106889,976,-0.164945047129727,0.772 to 2.648
BX.GRT.TECH.CD.WD,Economic Policy & Debt: Balance of payments: Reserves & other items,"Technical cooperation grants (BoP, current US$)",,,,,,,,,,,0.167200902213793,1069,0.112822878302502,-2.058 to -0.808,0.140554425742718,812,0.0592245397412865,-0.808 to -0.12,0.172696672419198,855,0.0123165101772344,-0.119 to 0.77,0.169323258199839,975,-0.0537107175248927,0.772 to 2.648
BX.GSR.CCIS.CD,Infrastructure: Communications,"ICT service exports (BoP, current US$)",,,,,,,,,,,0.224207542901487,947,0.171785773449704,-2.058 to -0.808,0.118893026425002,1002,0.0620310268269733,-0.808 to -0.12,0.280540984619329,935,-0.188549793833449,-0.119 to 0.77,0.192661265999262,1006,-0.0110101719568723,0.772 to 2.648
BX.GSR.CCIS.ZS,Infrastructure: Communications,"ICT service exports (% of service exports, BoP)",0.128238206537458,0.0679920776756288,0.06547072466414,0.116630486566898,0.11969190858879,0.121971269540335,0.186557777706746,0.0599237931621019,0.0759314469919011,0.137662767543385,0.123940959769014,947,0.0572876868965198,-2.058 to -0.808,0.154190067714825,1002,0.0589220734936539,-0.808 to -0.12,0.0855475118094686,935,-0.0406405892353238,-0.119 to 0.77,0.129567789146675,1006,-0.0678779408844503,0.772 to 2.648
BX.GSR.CMCP.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Communications, computer, etc. (% of service exports, BoP)",0.177571599340426,0.12279526172091,0.0977002816760989,0.18589520870072,0.187050910312438,0.0629330218250712,0.0525555865805408,0.175610827338135,0.0574419027082538,0.0737435171795587,0.166407380515728,1049,0.143347258010711,-2.058 to -0.808,0.109857490816736,1075,0.069022401638854,-0.808 to -0.12,0.0835500842296145,1038,0.076824961368346,-0.119 to 0.77,0.145756431682707,1049,-0.0302072362635985,0.772 to 2.648
BX.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Primary income receipts (BoP, current US$)",,,,,,,,,,,0.1708586025757,1051,0.123031851454715,-2.058 to -0.808,0.12094953925564,1084,0.025697549615255,-0.808 to -0.12,0.278353294379338,1052,-0.266762795265854,-0.119 to 0.77,0.15071463452302,1087,-0.0527493323204976,0.772 to 2.648
BX.GSR.GNFS.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Exports of goods and services (BoP, current US$)",,,,,,,,,,,0.145935274418135,1051,0.137581510898374,-2.058 to -0.808,0.17288044444072,1084,0.110612020630291,-0.808 to -0.12,0.2911271891557,1052,-0.270060579055538,-0.119 to 0.77,0.154440899975317,1088,-0.0659273555296475,0.772 to 2.648
BX.GSR.INSF.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Insurance and financial services (% of service exports, BoP)",0.228296726236086,0.188233207814966,0.188250832954345,0.245987447210036,0.079168633987479,0.115737242001788,0.0888941352139824,0.0785247709387815,0.112616807603599,0.115119962162568,0.167369746915111,993,-0.137242233572963,-2.058 to -0.808,0.0948483043799162,1037,0.0188988335618586,-0.808 to -0.12,0.130353713831116,1001,-0.110118951618294,-0.119 to 0.77,0.114716321739648,1013,-0.065461759288493,0.772 to 2.648
BX.GSR.MRCH.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Goods exports (BoP, current US$)",,,,,,,,,,,0.133459021079493,1051,0.122886022881475,-2.058 to -0.808,0.178351061915479,1084,0.132044334694376,-0.808 to -0.12,0.283177207636392,1052,-0.252813556082395,-0.119 to 0.77,0.148072648387003,1088,-0.0683372294422682,0.772 to 2.648
