Series Code,Topic,Indicator Name,iso1_all,iso2_all,iso3_all,iso4_all,iso5_all,iso6_all,iso7_all,iso8_all,iso9_all,iso10_all,iso1_0to25,N_0to25,Pearson_iso1_0to25,range_0to25,iso1_25to50,N_25to50,Pearson_iso1_25to50,range_25to50,iso1_50to75,N_50to75,Pearson_iso1_50to75,range_50to75,iso1_75to100,N_75to100,Pearson_iso1_75to100,range_75to100
AG.LND.EL5M.RU.K2,Environment: Land use,Rural land area where elevation is below 5 meters (sq. km),,,,,,,,,,,0.15374867797357,91,0.095635522843152,-2.151 to -0.732,0.159102765712268,85,0.021248284037101,-0.728 to -0.004,0.185999650419419,90,-0.00506390466557454,-0.004 to 0.782,0.327609028649813,85,0.243564746603894,0.785 to 1.868
AG.LND.EL5M.RU.ZS,Environment: Land use,Rural land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.243441235231332,91,0.00602806370584502,-2.151 to -0.732,0.166128607621002,85,0.0603627820493511,-0.728 to -0.004,0.212540292209343,90,0.107714740334487,-0.004 to 0.782,0.215542960470797,85,0.174093724026101,0.785 to 1.868
AG.LND.EL5M.UR.K2,Environment: Land use,Urban land area where elevation is below 5 meters (sq. km),,,,,,,,,,,0.155063961784649,91,-0.0348889652729554,-2.151 to -0.732,0.163103717330118,85,-0.0929756471595176,-0.728 to -0.004,0.148705236375052,90,-0.0973625399989838,-0.004 to 0.782,0.292784116463849,85,0.199418087919312,0.785 to 1.868
AG.LND.EL5M.UR.ZS,Environment: Land use,Urban land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.175591729020615,91,0.147646987116309,-2.151 to -0.732,0.161007323736771,85,-0.0692585461049733,-0.728 to -0.004,0.247405510921414,90,0.164215154408076,-0.004 to 0.782,0.154303686388755,85,0.118596055580518,0.785 to 1.868
AG.LND.EL5M.ZS,Environment: Land use,Land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,0.246775958731977,91,0.0096071143543124,-2.151 to -0.732,0.160717000198992,85,0.0497522332148293,-0.728 to -0.004,0.23148429625724,90,0.129113269460229,-0.004 to 0.782,0.202279964653213,85,0.163881730372816,0.785 to 1.868
AG.LND.FRST.K2,Environment: Land use,Forest area (sq. km),,,,,,,,,,,0.141806489667682,1167,-0.105888136196227,-2.151 to -0.732,0.11964009799816,1169,0.0519592555273424,-0.728 to -0.004,0.176774885912368,1163,0.108423356596416,-0.004 to 0.782,0.233266222477083,1127,0.15877457867158,0.785 to 1.868
AG.LND.FRST.ZS,Environment: Land use,Forest area (% of land area),0.14437971884929,0.179344839473408,0.40076509892694,0.242002894149643,0.142770622297763,0.170842259007334,0.0844053438751156,0.0699052887021912,0.164298185281209,0.253022518581855,0.207494142452295,1167,0.162586131620956,-2.151 to -0.732,0.11826204900316,1169,-0.0796570597656832,-0.728 to -0.004,0.102647265650875,1163,-0.0206767616835003,-0.004 to 0.782,0.127888364544803,1127,0.02667354270387,0.785 to 1.868
AG.LND.IRIG.AG.ZS,Environment: Land use,Agricultural irrigated land (% of total agricultural land),,,,,,,,,,,0.509274631536204,90,0.534528302670974,-2.151 to -0.732,0.477614066380004,224,-0.406326137187761,-0.728 to -0.004,0.18302490622608,279,-0.0543542330510778,-0.004 to 0.782,0.170770431641015,384,-0.144399781889478,0.785 to 1.868
AG.LND.PRCP.MM,Environment: Land use,Average precipitation in depth (mm per year),0.248630606084743,0.292627867862154,0.546322557983565,0.306359133334262,0.170964788964809,0.138157441337065,0.113811832493701,0.081600592176613,0.18962012926834,0.243862406974428,0.28986088594487,1149,0.238838169328083,-2.151 to -0.732,0.137637285686104,1148,-0.0966368151876578,-0.728 to -0.004,0.120861684203401,1163,-0.0272119427833832,-0.004 to 0.782,0.214120899610302,1109,0.131559069142651,0.785 to 1.868
AG.LND.TOTL.K2,Environment: Land use,Land area (sq. km),,,,,,,,,,,0.221790103636071,1167,-0.185603284784293,-2.151 to -0.732,0.11552760605717,1169,0.0927047617712122,-0.728 to -0.004,0.224558747201803,1163,0.0615443103896759,-0.004 to 0.782,0.217609312596444,1146,0.170827187119657,0.785 to 1.868
AG.LND.TOTL.RU.K2,Environment: Land use,Rural land area (sq. km),,,,,,,,,,,0.214041869206086,91,-0.139575434216771,-2.151 to -0.732,0.134732558965204,85,0.0375210584578829,-0.728 to -0.004,0.226811087408356,90,0.0296567580118871,-0.004 to 0.782,0.262613404472582,85,0.229202920605663,0.785 to 1.868
AG.LND.TOTL.UR.K2,Environment: Land use,Urban land area (sq. km),,,,,,,,,,,0.231194820982813,91,0.00925496924501293,-2.151 to -0.732,0.209244544824966,85,-0.129010129698046,-0.728 to -0.004,0.144842761557024,90,-0.0633209877345254,-0.004 to 0.782,0.236684066540143,85,0.176716521232898,0.785 to 1.868
AG.LND.TRAC.ZS,Environment: Agricultural production,"Agricultural machinery, tractors per 100 sq. km of arable land",,,,,,,,,,,0.500499499282643,232,0.430349125731187,-2.151 to -0.732,0.336160456154513,401,0.285148101632001,-0.728 to -0.004,0.247759294883991,311,0.212324617450285,-0.004 to 0.782,0.269627723303732,451,0.182804059267815,0.785 to 1.868
AG.PRD.CREL.MT,Environment: Agricultural production,Cereal production (metric tons),,,,,,,,,,,0.208007159010261,1179,-0.0290289115478296,-2.151 to -0.732,0.147428011444642,1156,-0.0806334992571834,-0.728 to -0.004,0.101236774876742,1124,0.0244206723114298,-0.004 to 0.782,0.188104922961755,1143,0.132507920363899,0.785 to 1.868
AG.PRD.CROP.XD,Environment: Agricultural production,Crop production index (2014-2016 = 100),0.255094674680904,0.141271251255101,0.100842387740219,0.103646812663773,0.138000888279721,0.230382703443335,0.0660764393319365,0.360038697293083,0.0736346871299629,0.0679588404908267,0.285348229331557,1182,0.27275394531366,-2.151 to -0.732,0.180408811703821,1200,0.163911393422076,-0.728 to -0.004,0.174492252902308,1200,0.177656736126141,-0.004 to 0.782,0.113001599271509,1178,-0.0302231501961231,0.785 to 1.868
AG.PRD.FOOD.XD,Environment: Agricultural production,Food production index (2014-2016 = 100),0.309699980468995,0.0976175214763597,0.109047681027249,0.124689825078561,0.201533783596122,0.247977235010578,0.0782621416017466,0.402799574627857,0.0905251597591907,0.0790641002151178,0.331255903883033,1182,0.297877921130304,-2.151 to -0.732,0.151306159102378,1200,0.133738597961894,-0.728 to -0.004,0.184129136873128,1200,0.173626468169331,-0.004 to 0.782,0.164339019611422,1178,0.00950566835398389,0.785 to 1.868
AG.PRD.LVSK.XD,Environment: Agricultural production,Livestock production index (2014-2016 = 100),0.293686504393465,0.0971250994433496,0.126732152351391,0.127957552208611,0.218426480656205,0.199905503769803,0.126117987765505,0.33128800310518,0.11403534232316,0.0864812776167465,0.354662821732768,1182,0.277595186700838,-2.151 to -0.732,0.141550049164373,1200,0.108799166145838,-0.728 to -0.004,0.152549369072424,1200,0.120902434503015,-0.004 to 0.782,0.206839655225579,1178,-0.0297136218701828,0.785 to 1.868
AG.SRF.TOTL.K2,Environment: Land use,Surface area (sq. km),,,,,,,,,,,0.22612214864777,1167,-0.187719230821754,-2.151 to -0.732,0.11615379027209,1169,0.0843807581900225,-0.728 to -0.004,0.225647575918229,1163,0.0655959937647764,-0.004 to 0.782,0.219695395389395,1146,0.174094812506023,0.785 to 1.868
AG.YLD.CREL.KG,Environment: Agricultural production,Cereal yield (kg per hectare),0.648379078886755,0.144587931986806,0.176287016158228,0.229235089858505,0.191502263193347,0.118712297950383,0.144798924069665,0.0949813826603636,0.152487722080897,0.0925708840883526,0.322760523800667,1179,0.307427888759871,-2.151 to -0.732,0.164629005270327,1156,0.17197085676894,-0.728 to -0.004,0.285583536250235,1124,0.210923804360749,-0.004 to 0.782,0.473045481434355,1139,0.480496121534113,0.785 to 1.868
BG.GSR.NFSV.GD.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",Trade in services (% of GDP),0.252490479442604,0.186311723474101,0.105875873311016,0.129713329190997,0.237656498138462,0.0938364981737567,0.177434758706514,0.1192543458953,0.263649563547899,0.176751259562108,0.381813931265037,955,0.27829713201079,-2.151 to -0.732,0.115095417954276,1108,-0.034099272344741,-0.728 to -0.004,0.227289075091776,1082,0.212377971777528,-0.004 to 0.782,0.125148140660645,1118,0.0602083517252965,0.785 to 1.868
BM.GSR.CMCP.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Communications, computer, etc. (% of service imports, BoP)",0.273593833306019,0.147112293749596,0.129117128963809,0.202906118723942,0.121097766770579,0.18858787681422,0.04625611004462,0.0592446403422426,0.0552772809162775,0.139750522714915,0.212248490778374,956,0.186313613165625,-2.151 to -0.732,0.0899795429684929,1092,0.0293824583520082,-0.728 to -0.004,0.183958927493999,1074,0.142747279928043,-0.004 to 0.782,0.224019277725045,1076,0.266252445337599,0.785 to 1.868
BM.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Primary income payments (BoP, current US$)",,,,,,,,,,,0.168336612433564,957,0.0596860051666232,-2.151 to -0.732,0.169165671685881,1108,0.103379652043331,-0.728 to -0.004,0.13007311189263,1087,0.116340416825452,-0.004 to 0.782,0.457510220429181,1123,0.368162300382888,0.785 to 1.868
BM.GSR.GNFS.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Imports of goods and services (BoP, current US$)",,,,,,,,,,,0.233243379315084,957,0.071942234885913,-2.151 to -0.732,0.171923343453987,1108,0.0223646053741067,-0.728 to -0.004,0.121275999442438,1087,0.0855106727869877,-0.004 to 0.782,0.3921217413353,1123,0.322911321389972,0.785 to 1.868
BM.GSR.INSF.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Insurance and financial services (% of service imports, BoP)",0.126173180815202,0.29913638540459,0.0947484363233486,0.14992864009699,0.136080016958606,0.0972480754015685,0.0828546668246675,0.0535069539914489,0.0495658423586745,0.11537908731749,0.103852867607893,935,-0.0462645789907012,-2.151 to -0.732,0.121195599927234,1065,0.097504247059716,-0.728 to -0.004,0.1310056133523,1071,-0.0499601214480719,-0.004 to 0.782,0.172137690381355,1062,0.143334575367181,0.785 to 1.868
BM.GSR.MRCH.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Goods imports (BoP, current US$)",,,,,,,,,,,0.239402626140308,957,0.0698352875099898,-2.151 to -0.732,0.168963773097827,1108,0.022022453857567,-0.728 to -0.004,0.115510080946576,1087,0.0762215710601371,-0.004 to 0.782,0.366658446127711,1123,0.300145530294523,0.785 to 1.868
BM.GSR.NFSV.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Service imports (BoP, current US$)",,,,,,,,,,,0.198160437795284,957,0.0708220272060254,-2.151 to -0.732,0.172055805439375,1108,0.0231857368433439,-0.728 to -0.004,0.163406344706351,1087,0.123078783031607,-0.004 to 0.782,0.446008617896042,1123,0.392909399620366,0.785 to 1.868
BM.GSR.ROYL.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,,,,,,0.160274730500998,722,0.0924364579720947,-2.151 to -0.732,0.154052023725079,927,-0.00665528178368494,-0.728 to -0.004,0.193949752785198,892,0.170874303747472,-0.004 to 0.782,0.366375571064911,1044,0.290543779337709,0.785 to 1.868
BM.GSR.TOTL.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Imports of goods, services and primary income (BoP, current US$)",,,,,,,,,,,0.227685669987214,957,0.0707927156717172,-2.151 to -0.732,0.17379810780415,1108,0.0296015929560675,-0.728 to -0.004,0.120717825226678,1087,0.0896126386666932,-0.004 to 0.782,0.420171657200822,1123,0.340889468537683,0.785 to 1.868
BM.GSR.TRAN.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Transport services (% of service imports, BoP)",0.44453707837234,0.118203820265595,0.0936425502644038,0.192538874560978,0.0864401577282275,0.230614626067694,0.0878936348403781,0.054449643762651,0.0495717161651849,0.0974807830110349,0.215530632835317,956,-0.189922770581517,-2.151 to -0.732,0.171306360497542,1092,-0.143498057772119,-0.728 to -0.004,0.284828663859047,1074,-0.293086604466607,-0.004 to 0.782,0.358500995035645,1076,-0.333527199620837,0.785 to 1.868
BM.GSR.TRVL.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Travel services (% of service imports, BoP)",0.298508938828137,0.123942317480371,0.137397958344924,0.137840841146103,0.107913387528783,0.0924182542369914,0.0650005816791403,0.0518570295305689,0.0686912240612777,0.0706887574945204,0.126213670313297,947,-0.00132056311240228,-2.151 to -0.732,0.208777159324671,1088,0.0986069659801858,-0.728 to -0.004,0.148085005093292,1065,0.113377176111541,-0.004 to 0.782,0.130712481247652,1090,-0.105195060358384,0.785 to 1.868
BM.KLT.DINV.CD.WD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net outflows (BoP, current US$)",,,,,,,,,,,0.109361266037819,916,0.0291088137091099,-2.151 to -0.732,0.168189538918221,1036,0.0406612694446536,-0.728 to -0.004,0.235549648019689,1142,0.194212952148292,-0.004 to 0.782,0.349196035082794,1162,0.245492547962507,0.785 to 1.868
BM.KLT.DINV.WD.GD.ZS,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net outflows (% of GDP)",0.35750557263702,0.0965881520374399,0.183690705509379,0.210226009189917,0.118673911762009,0.088977076917042,0.0694893240967591,0.070274377501516,0.0753271245590666,0.128363889432916,0.106541494059528,914,-0.0637094357210525,-2.151 to -0.732,0.158342992818116,1035,0.0778963226450779,-0.728 to -0.004,0.258947668007759,1134,0.149089516059584,-0.004 to 0.782,0.222185025355234,1157,-0.00360825128322869,0.785 to 1.868
BM.TRF.PRVT.CD,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Secondary income, other sectors, payments (BoP, current US$)",,,,,,,,,,,0.162058777712413,942,0.103991797998512,-2.151 to -0.732,0.220215059940514,1081,0.114310446815054,-0.728 to -0.004,0.277291930526141,1049,0.236785479026859,-0.004 to 0.782,0.378204120846101,1118,0.289550832577771,0.785 to 1.868
BM.TRF.PWKR.CD.DT,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Personal remittances, paid (current US$)",,,,,,,,,,,0.142474277952572,971,0.0720634788955067,-2.151 to -0.732,0.140129499464801,1008,0.0674845198512239,-0.728 to -0.004,0.274219474723175,1007,0.249113622396085,-0.004 to 0.782,0.414972856771371,1148,0.303897108646622,0.785 to 1.868
BN.CAB.XOKA.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Current account balance (BoP, current US$)",,,,,,,,,,,0.195951900538965,957,-0.0212570318096001,-2.151 to -0.732,0.134924951094418,1108,0.0282821609652203,-0.728 to -0.004,0.22026031663631,1087,0.160993127909161,-0.004 to 0.782,0.230203613500295,1123,-0.0309630810112827,0.785 to 1.868
BN.CAB.XOKA.GD.ZS,Economic Policy & Debt: Balance of payments: Current account: Balances,Current account balance (% of GDP),0.240107900266494,0.150101071836856,0.114274750437069,0.188538095694939,0.345845629813235,0.242594589538084,0.112443090902,0.10440888372586,0.0944813162569444,0.0873821329562573,0.189536388539785,955,0.146584332384265,-2.151 to -0.732,0.118710871948526,1108,-0.0492564083020433,-0.728 to -0.004,0.206870518447519,1082,0.168729588824596,-0.004 to 0.782,0.406333977934149,1118,0.331833861975027,0.785 to 1.868
BN.FIN.TOTL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net financial account (BoP, current US$)",,,,,,,,,,,0.170788659866927,957,-0.0378871731828052,-2.151 to -0.732,0.137816781950475,1108,-0.00078598012951233,-0.728 to -0.004,0.222112101205149,1087,0.13917168973917,-0.004 to 0.782,0.222576603271428,1120,-0.0430448425058417,0.785 to 1.868
BN.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Net primary income (BoP, current US$)",,,,,,,,,,,0.168053346422879,957,-0.0473819147699452,-2.151 to -0.732,0.142404228416243,1108,-0.108323885589202,-0.728 to -0.004,0.151631111450039,1087,-0.0035382789435453,-0.004 to 0.782,0.265578255552483,1123,0.139212255483508,0.785 to 1.868
BN.GSR.GNFS.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Net trade in goods and services (BoP, current US$)",,,,,,,,,,,0.189176824127615,957,-0.00166940726239212,-2.151 to -0.732,0.144199891343633,1108,0.112341293978739,-0.728 to -0.004,0.222673128902051,1087,0.190205995305193,-0.004 to 0.782,0.261211599575132,1123,-0.0178350913139352,0.785 to 1.868
BN.GSR.MRCH.CD,Economic Policy & Debt: Balance of payments: Current account: Balances,"Net trade in goods (BoP, current US$)",,,,,,,,,,,0.185625545573664,957,0.0154651385286656,-2.151 to -0.732,0.147531724104205,1108,0.0930470402061522,-0.728 to -0.004,0.208150465548371,1087,0.183187836869832,-0.004 to 0.782,0.240122308067908,1123,-0.0618097164436759,0.785 to 1.868
BN.KAC.EOMS.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net errors and omissions (BoP, current US$)",,,,,,,,,,,0.112135059954026,957,0.0116868423026345,-2.151 to -0.732,0.13833248073579,1108,-0.101790104028017,-0.728 to -0.004,0.11631362416985,1087,-0.0872900688930407,-0.004 to 0.782,0.295876293087041,1120,-0.0282939072156122,0.785 to 1.868
BN.KLT.DINV.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Foreign direct investment, net (BoP, current US$)",,,,,,,,,,,0.154254764813678,943,0.0183302099664624,-2.151 to -0.732,0.158369710003353,1105,-0.0888509663469971,-0.728 to -0.004,0.159620214099432,1087,0.0672689293183,-0.004 to 0.782,0.321239044392318,1120,0.107951935021849,0.785 to 1.868
BN.KLT.PTXL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Portfolio Investment, net (BoP, current US$)",,,,,,,,,,,0.140478009718201,825,-0.054636184358701,-2.151 to -0.732,0.120293204828834,1029,-0.0455960528084976,-0.728 to -0.004,0.181242637087686,1065,0.108050423338971,-0.004 to 0.782,0.280583509333859,1120,-0.0900163236625105,0.785 to 1.868
BN.RES.INCL.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Reserves and related items (BoP, current US$)",,,,,,,,,,,0.123160007327226,957,0.00532052904770487,-2.151 to -0.732,0.0911470234637078,1108,-0.0113541770995972,-0.728 to -0.004,0.0738472286708249,1087,-0.0116740752087863,-0.004 to 0.782,0.107848419289184,1120,0.0755898295686183,0.785 to 1.868
BN.TRF.CURR.CD,Economic Policy & Debt: Balance of payments: Current account: Transfers,"Net secondary income (BoP, current US$)",,,,,,,,,,,0.170059718075264,957,0.0150632209624312,-2.151 to -0.732,0.129306354135025,1108,-0.0729746296227595,-0.728 to -0.004,0.324145832633155,1087,-0.242535017344987,-0.004 to 0.782,0.434195640524601,1123,-0.362340104556552,0.785 to 1.868
BN.TRF.KOGT.CD,Economic Policy & Debt: Balance of payments: Capital & financial account,"Net capital account (BoP, current US$)",,,,,,,,,,,0.186261787463183,908,-0.0896062645609289,-2.151 to -0.732,0.122425747574096,1033,-0.0335225414859437,-0.728 to -0.004,0.152745333081151,994,-0.0678092013012216,-0.004 to 0.782,0.270841945296786,1094,-0.15781569305499,0.785 to 1.868
BX.GRT.EXTA.CD.WD,Economic Policy & Debt: Balance of payments: Reserves & other items,"Grants, excluding technical cooperation (BoP, current US$)",,,,,,,,,,,0.231272600163593,1200,-0.0809819045580794,-2.151 to -0.732,0.112867937706902,1200,-0.0445910430720054,-0.728 to -0.004,0.195020877464456,1028,-0.150770119520865,-0.004 to 0.782,0.235770072929383,289,-0.0982049114898257,0.785 to 1.868
BX.GRT.TECH.CD.WD,Economic Policy & Debt: Balance of payments: Reserves & other items,"Technical cooperation grants (BoP, current US$)",,,,,,,,,,,0.177221545857561,1200,-0.0141782843022586,-2.151 to -0.732,0.100173385890522,1200,-0.0212577233773463,-0.728 to -0.004,0.216155315141274,1024,-0.0526654583062602,-0.004 to 0.782,0.33168641156609,288,-0.311713462906856,0.785 to 1.868
BX.GSR.CCIS.CD,Infrastructure: Communications,"ICT service exports (BoP, current US$)",,,,,,,,,,,0.197372181679804,814,0.100208728762958,-2.151 to -0.732,0.146463293640516,1022,-0.0819324313834282,-0.728 to -0.004,0.18428529577105,999,0.136160279566107,-0.004 to 0.782,0.437973634958119,1055,0.300533594945712,0.785 to 1.868
BX.GSR.CCIS.ZS,Infrastructure: Communications,"ICT service exports (% of service exports, BoP)",0.128238206537458,0.0679920776756288,0.06547072466414,0.116630486566898,0.11969190858879,0.121971269540335,0.186557777706746,0.0599237931621019,0.0759314469919011,0.137662767543385,0.138860994076092,814,-0.12454538288547,-2.151 to -0.732,0.151387722424419,1022,-0.13677932507441,-0.728 to -0.004,0.155783921865527,999,0.121295470474978,-0.004 to 0.782,0.215384129971213,1055,-0.0290462715721254,0.785 to 1.868
BX.GSR.CMCP.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Communications, computer, etc. (% of service exports, BoP)",0.177571599340426,0.12279526172091,0.0977002816760989,0.18589520870072,0.187050910312438,0.0629330218250712,0.0525555865805408,0.175610827338135,0.0574419027082538,0.0737435171795587,0.11462207383451,957,-0.0184134051554432,-2.151 to -0.732,0.193722415026856,1090,-0.116423611117612,-0.728 to -0.004,0.137360724334957,1074,0.0369272150242889,-0.004 to 0.782,0.187525317850923,1090,0.0847702517741735,0.785 to 1.868
BX.GSR.FCTY.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Primary income receipts (BoP, current US$)",,,,,,,,,,,0.224901283267782,957,0.145692797298668,-2.151 to -0.732,0.163530914460018,1107,0.0621229880690792,-0.728 to -0.004,0.219221757026646,1087,0.152248161331197,-0.004 to 0.782,0.452399014583728,1123,0.354231461195922,0.785 to 1.868
BX.GSR.GNFS.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Exports of goods and services (BoP, current US$)",,,,,,,,,,,0.201891275907507,957,0.0649173324001028,-2.151 to -0.732,0.189116143652107,1108,0.0478520930506833,-0.728 to -0.004,0.132523299264749,1087,0.103137667191815,-0.004 to 0.782,0.40862430414269,1123,0.353587213837172,0.785 to 1.868
BX.GSR.INSF.ZS,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Insurance and financial services (% of service exports, BoP)",0.228296726236086,0.188233207814966,0.188250832954345,0.245987447210036,0.079168633987479,0.115737242001788,0.0888941352139824,0.0785247709387815,0.112616807603599,0.115119962162568,0.0716380723386963,910,0.010509961516505,-2.151 to -0.732,0.087652878721318,1025,-0.0243387109899683,-0.728 to -0.004,0.128833752164418,1047,0.0906141269441015,-0.004 to 0.782,0.400567635724602,1062,0.335152293459204,0.785 to 1.868
BX.GSR.MRCH.CD,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income","Goods exports (BoP, current US$)",,,,,,,,,,,0.181042398780283,957,0.0528624063454153,-2.151 to -0.732,0.177049979975453,1108,0.0725527570198503,-0.728 to -0.004,0.131393002126193,1087,0.102286286427088,-0.004 to 0.782,0.390282883408294,1123,0.336338818657942,0.785 to 1.868
